unitid,line,"lstudy","section",efrace15,efrace16,"xefrac15","xefrac16"
"203313","29","","","617","60",23,23
"203322","29","","","0","26",21,21
"203331","1","A","01","112","143",10,10
"203331","2","A","01","85","113",10,10
"203331","3","A","01","76","126",10,10
"203331","7","A","01","3","",10,10
"203331","8","A","01","276","382",10,10
"203331","15","A","02","69","105",10,10
"203331","16","A","02","140","198",10,10
"203331","17","A","02","81","77",10,10
"203331","21","A","02","10","14",10,10
"203331","22","A","02","300","394",10,10
"203331","29","","","576","776",10,10
"203368","1","A","01","379","353",10,10
"203368","2","A","01","114","80",10,10
"203368","3","A","01","323","299",10,10
"203368","4","A","01","289","266",10,10
"203368","5","A","01","254","268",10,10
"203368","7","A","01","1","2",10,10
"203368","8","A","01","1360","1268",10,10
"203368","11","C","01","20","15",10,10
"203368","12","C","01","6","37",10,10
"203368","14","D","01","26","52",10,10
"203368","16","A","02","87","122",10,10
"203368","17","A","02","14","24",10,10
"203368","18","A","02","22","34",10,10
"203368","19","A","02","45","60",10,10
"203368","21","A","02","44","73",10,10
"203368","22","A","02","212","313",10,10
"203368","25","C","02","33","67",10,10
"203368","26","C","02","155","276",10,10
"203368","27","C","02","7","15",10,10
"203368","28","D","02","195","358",10,10
"203368","29","","","1793","1991",10,10
"203447","1","A","01","73","113",10,10
"203447","2","A","01","44","77",10,10
"203447","3","A","01","39","67",10,10
"203447","7","A","01","2","1",10,10
"203447","8","A","01","158","258",10,10
"203447","15","A","02","49","67",10,10
"203447","16","A","02","42","94",10,10
"203447","17","A","02","64","106",10,10
"203447","21","A","02","13","17",10,10
"203447","22","A","02","168","284",10,10
"203447","29","","","326","542",10,10
"203456","1","A","01","52","96",10,10
"203456","2","A","01","29","47",10,10
"203456","3","A","01","27","61",10,10
"203456","8","A","01","108","204",10,10
"203456","15","A","02","21","43",10,10
"203456","16","A","02","21","46",10,10
"203456","17","A","02","26","81",10,10
"203456","21","A","02","10","18",10,10
"203456","22","A","02","78","188",10,10
"203456","29","","","186","392",10,10
"203465","1","A","01","142","187",10,10
"203465","2","A","01","80","97",10,10
"203465","3","A","01","82","141",10,10
"203465","8","A","01","304","425",10,10
"203465","15","A","02","108","189",10,10
"203465","16","A","02","69","167",10,10
"203465","17","A","02","221","356",10,10
"203465","22","A","02","398","712",10,10
"203465","29","","","702","1137",10,10
"203474","1","A","01","61","93",10,10
"203474","2","A","01","18","38",10,10
"203474","3","A","01","209","280",10,10
"203474","8","A","01","288","411",10,10
"203474","15","A","02","19","17",10,10
"203474","16","A","02","36","73",10,10
"203474","17","A","02","425","523",10,10
"203474","22","A","02","480","613",10,10
"203474","29","","","768","1024",10,10
"203483","1","A","01","52","126",10,10
"203483","2","A","01","39","62",10,10
"203483","3","A","01","68","81",10,10
"203483","7","A","01","1","0",10,10
"203483","8","A","01","160","269",10,10
"203483","15","A","02","39","72",10,10
"203483","16","A","02","49","90",10,10
"203483","17","A","02","85","127",10,10
"203483","21","A","02","7","10",10,10
"203483","22","A","02","180","299",10,10
"203483","29","","","340","568",10,10
"203492","1","A","01","44","103",10,10
"203492","2","A","01","25","59",10,10
"203492","3","A","01","32","61",10,10
"203492","8","A","01","101","223",10,10
"203492","15","A","02","29","72",10,10
"203492","16","A","02","37","92",10,10
"203492","17","A","02","53","88",10,10
"203492","21","A","02","5","11",10,10
"203492","22","A","02","124","263",10,10
"203492","29","","","225","486",10,10
"203517","1","A","01","1796","2369",10,10
"203517","2","A","01","887","1066",10,10
"203517","3","A","01","1353","1651",10,10
"203517","4","A","01","1121","1440",10,10
"203517","5","A","01","1212","1567",10,10
"203517","7","A","01","50","62",10,10
"203517","8","A","01","6419","8155",10,10
"203517","11","C","01","133","181",10,10
"203517","12","C","01","333","418",10,10
"203517","13","C","01","17","28",10,10
"203517","14","D","01","483","627",10,10
"203517","15","A","02","126","183",10,10
"203517","16","A","02","176","230",10,10
"203517","17","A","02","181","248",10,10
"203517","18","A","02","193","281",10,10
"203517","19","A","02","457","447",10,10
"203517","21","A","02","156","202",10,10
"203517","22","A","02","1289","1591",10,10
"203517","25","C","02","72","188",10,10
"203517","26","C","02","767","1165",10,10
"203517","27","C","02","247","518",10,10
"203517","28","D","02","1086","1871",10,10
"203517","29","","","9277","12244",10,10
"203526","1","A","01","25","40",10,10
"203526","2","A","01","17","14",10,10
"203526","3","A","01","6","11",10,10
"203526","8","A","01","48","65",10,10
"203526","15","A","02","27","72",10,10
"203526","16","A","02","26","44",10,10
"203526","17","A","02","25","40",10,10
"203526","21","A","02","3","5",10,10
"203526","22","A","02","81","161",10,10
"203526","29","","","129","226",10,10
"203535","1","A","01","206","236",10,10
"203535","2","A","01","1","1",10,10
"203535","3","A","01","205","202",10,10
"203535","4","A","01","165","155",10,10
"203535","5","A","01","216","161",10,10
"203535","7","A","01","1","3",10,10
"203535","8","A","01","794","758",10,10
"203535","17","A","02","1","0",10,10
"203535","19","A","02","4","0",10,10
"203535","21","A","02","7","8",10,10
"203535","22","A","02","12","8",10,10
"203535","29","","","806","766",10,10
"203544","1","A","01","17","65",10,10
"203544","2","A","01","40","99",10,10
"203544","3","A","01","39","72",10,10
"203544","8","A","01","96","236",10,10
"203544","15","A","02","1","21",10,10
"203544","16","A","02","37","100",10,10
"203544","22","A","02","38","121",10,10
"203544","29","","","134","357",10,10
"203580","1","A","01","2","64",10,10
"203580","2","A","01","2","3",10,10
"203580","3","A","01","2","45",10,10
"203580","4","A","01","12","65",10,10
"203580","5","A","01","12","63",10,10
"203580","7","A","01","1","2",10,10
"203580","8","A","01","31","242",10,10
"203580","12","C","01","","1",10,10
"203580","14","D","01","","1",10,10
"203580","15","A","02","1","",10,10
"203580","16","A","02","1","2",10,10
"203580","17","A","02","6","8",10,10
"203580","18","A","02","24","36",10,10
"203580","19","A","02","26","36",10,10
"203580","20","A","02","1","",10,10
"203580","21","A","02","7","18",10,10
"203580","22","A","02","66","100",10,10
"203580","25","C","02","17","11",10,10
"203580","26","C","02","47","28",10,10
"203580","27","C","02","","1",10,10
"203580","28","D","02","64","40",10,10
"203580","29","","","161","383",10,10
"203599","1","A","01","178","183",10,10
"203599","2","A","01","175","262",10,10
"203599","3","A","01","86","139",10,10
"203599","7","A","01","343","344",10,10
"203599","8","A","01","782","928",10,10
"203599","15","A","02","190","314",10,10
"203599","16","A","02","551","838",10,10
"203599","17","A","02","309","465",10,10
"203599","21","A","02","1367","2178",10,10
"203599","22","A","02","2417","3795",10,10
"203599","29","","","3199","4723",10,10
"203614","29","","","121","62",10,10
"203678","1","A","01","63","183",10,10
"203678","2","A","01","93","238",10,10
"203678","3","A","01","83","284",10,10
"203678","7","A","01","27","43",10,10
"203678","8","A","01","266","748",10,10
"203678","15","A","02","32","55",10,10
"203678","16","A","02","112","175",10,10
"203678","17","A","02","77","101",10,10
"203678","21","A","02","76","129",10,10
"203678","22","A","02","297","460",10,10
"203678","29","","","563","1208",10,10
"203720","1","A","01","6","29",10,10
"203720","2","A","01","6","21",10,10
"203720","3","A","01","3","120",10,10
"203720","8","A","01","15","170",10,10
"203720","15","A","02","0","5",10,10
"203720","16","A","02","1","4",10,10
"203720","17","A","02","2","24",10,10
"203720","21","A","02","2","6",10,10
"203720","22","A","02","5","39",10,10
"203720","29","","","20","209",10,10
"203739","1","A","01","3","38",20,20
"203739","2","A","01","6","44",20,20
"203739","3","A","01","1","18",20,20
"203739","8","A","01","10","100",20,20
"203739","15","A","02","3","6",20,20
"203739","16","A","02","5","31",20,20
"203739","17","A","02","5","14",20,20
"203739","21","A","02","4","9",20,20
"203739","22","A","02","17","60",20,20
"203739","29","","","27","160",20,20
"203748","1","A","01","287","384",10,10
"203748","2","A","01","269","401",10,10
"203748","3","A","01","240","319",10,10
"203748","8","A","01","796","1104",10,10
"203748","15","A","02","286","571",10,10
"203748","16","A","02","590","1054",10,10
"203748","17","A","02","497","939",10,10
"203748","22","A","02","1373","2564",10,10
"203748","29","","","2169","3668",10,10
"203757","1","A","01","2","29",10,10
"203757","2","A","01","6","36",10,10
"203757","3","A","01","10","25",10,10
"203757","4","A","01","5","17",10,10
"203757","5","A","01","11","20",10,10
"203757","7","A","01","1","29",10,10
"203757","8","A","01","35","156",10,10
"203757","15","A","02","6","16",10,10
"203757","16","A","02","18","132",10,10
"203757","17","A","02","17","126",10,10
"203757","18","A","02","20","97",10,10
"203757","19","A","02","15","47",10,10
"203757","21","A","02","4","96",10,10
"203757","22","A","02","80","514",10,10
"203757","29","","","115","670",10,10
"203775","1","A","01","90","151",10,10
"203775","2","A","01","50","54",10,10
"203775","3","A","01","82","120",10,10
"203775","4","A","01","106","138",10,10
"203775","5","A","01","72","98",10,10
"203775","7","A","01","3","4",10,10
"203775","8","A","01","403","565",10,10
"203775","15","A","02","4","7",10,10
"203775","16","A","02","6","24",10,10
"203775","17","A","02","1","15",10,10
"203775","18","A","02","4","14",10,10
"203775","19","A","02","12","14",10,10
"203775","21","A","02","22","108",10,10
"203775","22","A","02","49","182",10,10
"203775","29","","","452","747",10,10
"203784","1","A","01","1","4",21,21
"203784","3","A","01","1","5",21,21
"203784","8","A","01","2","9",21,21
"203784","29","","","2","9",21,21
"203793","2","A","01","1","18",21,21
"203793","8","A","01","1","18",21,21
"203793","29","","","1","18",21,21
"203809","1","A","01","0","11",21,21
"203809","7","A","01","5","21",21,21
"203809","8","A","01","5","32",21,21
"203809","15","A","02","0","1",21,21
"203809","21","A","02","6","64",21,21
"203809","22","A","02","6","65",21,21
"203809","29","","","11","97",21,21
"203818","1","A","01","2","48",20,20
"203818","8","A","01","2","48",20,20
"203818","29","","","2","48",20,20
"203836","9","B","01","44","20",21,21
"203836","10","B","01","29","20",21,21
"203836","11","C","01","39","2",21,21
"203836","12","C","01","36","4",21,21
"203836","14","D","01","148","46",21,21
"203836","23","B","02","36","12",21,21
"203836","24","B","02","20","24",21,21
"203836","26","C","02","4","3",21,21
"203836","28","D","02","60","39",21,21
"203836","29","","","208","85",21,21
"203845","1","A","01","150","105",10,10
"203845","2","A","01","20","16",10,10
"203845","3","A","01","179","117",10,10
"203845","4","A","01","147","101",10,10
"203845","5","A","01","100","82",10,10
"203845","7","A","01","1","1",10,10
"203845","8","A","01","597","422",10,10
"203845","15","A","02","1","",10,10
"203845","16","A","02","","1",10,10
"203845","17","A","02","1","2",10,10
"203845","18","A","02","","1",10,10
"203845","19","A","02","7","1",10,10
"203845","21","A","02","87","116",10,10
"203845","22","A","02","96","121",10,10
"203845","25","C","02","4","11",10,10
"203845","26","C","02","7","17",10,10
"203845","28","D","02","11","28",10,10
"203845","29","","","704","571",10,10
"203854","7","A","01","1","8",10,10
"203854","8","A","01","1","8",10,10
"203854","29","","","1","8",,
"203863","2","A","01","0","5",20,20
"203863","3","A","01","0","4",20,20
"203863","8","A","01","0","9",20,20
"203863","29","","","0","9",20,20
"203872","7","A","01","2","5",10,10
"203872","8","A","01","2","5",10,10
"203872","29","","","2","5",10,10
"203881","1","A","01","65","111",10,10
"203881","2","A","01","124","133",10,10
"203881","3","A","01","53","99",10,10
"203881","8","A","01","242","343",10,10
"203881","15","A","02","73","164",10,10
"203881","16","A","02","135","262",10,10
"203881","17","A","02","72","86",10,10
"203881","22","A","02","280","512",10,10
"203881","29","","","522","855",10,10
"203890","2","A","01","1","2",10,10
"203890","3","A","01","","3",10,10
"203890","8","A","01","1","5",10,10
"203890","29","","","1","5",10,10
"203924","1","A","01","2","3",21,21
"203924","7","A","01","67","45",21,21
"203924","8","A","01","69","48",21,21
"203924","21","A","02","0","3",21,21
"203924","22","A","02","0","3",21,21
"203924","29","","","69","51",21,21
"203933","29","","","1","51",21,21
"203942","29","","","1","31",21,21
"203951","9","B","01","88","47",10,10
"203951","10","B","01","266","129",10,10
"203951","11","C","01","13","14",10,10
"203951","12","C","01","23","36",10,10
"203951","14","D","01","390","226",10,10
"203951","24","B","02","6","7",10,10
"203951","25","C","02","6","49",10,10
"203951","26","C","02","32","48",10,10
"203951","28","D","02","44","104",10,10
"203951","29","","","434","330",10,10
"203960","1","A","01","3","55",10,10
"203960","3","A","01","2","33",10,10
"203960","8","A","01","5","88",10,10
"203960","29","","","5","88",10,10
"203988","29","","","45","30",10,10
"203997","9","B","01","28","22",10,10
"203997","10","B","01","63","44",10,10
"203997","11","C","01","8","9",10,10
"203997","12","C","01","4","15",10,10
"203997","14","D","01","103","90",10,10
"203997","24","B","02","6","13",10,10
"203997","25","C","02","5","8",10,10
"203997","26","C","02","5","9",10,10
"203997","28","D","02","16","30",10,10
"203997","29","","","119","120",,
"204006","1","A","01","99","153",,
"204006","2","A","01","76","63",,
"204006","3","A","01","80","162",,
"204006","7","A","01","4","4",,
"204006","8","A","01","259","382",,
"204006","15","A","02","55","89",,
"204006","16","A","02","98","179",,
"204006","17","A","02","289","478",,
"204006","21","A","02","64","158",,
"204006","22","A","02","506","904",,
"204006","29","","","765","1286",,
"204015","1","A","01","137","182",10,10
"204015","2","A","01","60","73",10,10
"204015","3","A","01","73","120",10,10
"204015","4","A","01","17","53",10,10
"204015","5","A","01","4","15",10,10
"204015","6","A","01","6","5",10,10
"204015","7","A","01","2","2",10,10
"204015","8","A","01","299","450",10,10
"204015","12","C","01","0","1",10,10
"204015","14","D","01","0","1",10,10
"204015","15","A","02","39","81",10,10
"204015","16","A","02","73","118",10,10
"204015","17","A","02","88","128",10,10
"204015","18","A","02","58","110",10,10
"204015","19","A","02","53","71",10,10
"204015","20","A","02","17","41",10,10
"204015","21","A","02","31","50",10,10
"204015","22","A","02","359","599",10,10
"204015","25","C","02","3","5",10,10
"204015","26","C","02","6","24",10,10
"204015","27","C","02","29","65",10,10
"204015","28","D","02","38","94",10,10
"204015","29","","","696","1144",10,10
"204024","1","A","01","1340","1604",10,10
"204024","2","A","01","177","141",10,10
"204024","3","A","01","2145","2299",10,10
"204024","4","A","01","1466","1688",10,10
"204024","5","A","01","1151","1597",10,10
"204024","6","A","01","2","1",10,10
"204024","7","A","01","1","5",10,10
"204024","8","A","01","6282","7335",10,10
"204024","11","C","01","174","131",10,10
"204024","12","C","01","316","258",10,10
"204024","13","C","01","8","3",10,10
"204024","14","D","01","498","392",10,10
"204024","15","A","02","17","6",10,10
"204024","16","A","02","20","16",10,10
"204024","17","A","02","78","53",10,10
"204024","18","A","02","82","73",10,10
"204024","19","A","02","114","173",10,10
"204024","20","A","02","0","3",10,10
"204024","21","A","02","20","30",10,10
"204024","22","A","02","331","354",10,10
"204024","25","C","02","24","29",10,10
"204024","26","C","02","186","284",10,10
"204024","27","C","02","55","210",10,10
"204024","28","D","02","265","523",10,10
"204024","29","","","7376","8604",10,10
"204060","1","A","01","9","120",10,10
"204060","2","A","01","9","118",10,10
"204060","3","A","01","14","127",10,10
"204060","7","A","01","","6",10,10
"204060","8","A","01","32","371",10,10
"204060","15","A","02","3","10",10,10
"204060","16","A","02","1","14",10,10
"204060","17","A","02","1","31",10,10
"204060","21","A","02","1","12",10,10
"204060","22","A","02","6","67",10,10
"204060","29","","","38","438",10,10
"204079","1","A","01","0","6",10,10
"204079","3","A","01","1","4",10,10
"204079","8","A","01","1","10",10,10
"204079","29","","","1","10",10,10
"204088","29","","","60","47",21,21
"204112","3","A","01","16","80",21,21
"204112","8","A","01","16","80",21,21
"204112","17","A","02","9","62",21,21
"204112","22","A","02","9","62",21,21
"204112","29","","","25","142",21,21
"204158","1","A","01","10","4",21,21
"204158","2","A","01","3","2",21,21
"204158","3","A","01","8","2",21,21
"204158","8","A","01","21","8",21,21
"204158","17","A","02","6","3",21,21
"204158","21","A","02","66","54",21,21
"204158","22","A","02","72","57",21,21
"204158","29","","","93","65",21,21
"204176","2","A","01","0","1",10,10
"204176","3","A","01","6","160",10,10
"204176","8","A","01","6","161",10,10
"204176","16","A","02","0","9",10,10
"204176","22","A","02","0","9",10,10
"204176","29","","","6","170",10,10
"204185","1","A","01","257","207",10,10
"204185","2","A","01","16","12",10,10
"204185","3","A","01","181","129",10,10
"204185","4","A","01","116","102",10,10
"204185","5","A","01","94","82",10,10
"204185","8","A","01","664","532",10,10
"204185","15","A","02","1","8",10,10
"204185","17","A","02","","1",10,10
"204185","18","A","02","1","2",10,10
"204185","19","A","02","4","3",10,10
"204185","20","A","02","3","15",10,10
"204185","22","A","02","9","29",10,10
"204185","29","","","673","561",10,10
"204194","1","A","01","104","162",10,10
"204194","2","A","01","49","39",10,10
"204194","3","A","01","114","143",10,10
"204194","4","A","01","73","96",10,10
"204194","5","A","01","83","80",10,10
"204194","8","A","01","423","520",10,10
"204194","15","A","02","1","0",10,10
"204194","16","A","02","1","2",10,10
"204194","17","A","02","3","5",10,10
"204194","18","A","02","2","5",10,10
"204194","19","A","02","5","5",10,10
"204194","21","A","02","56","31",10,10
"204194","22","A","02","68","48",10,10
"204194","29","","","491","568",,
"204200","1","A","01","27","160",10,10
"204200","2","A","01","16","53",10,10
"204200","3","A","01","33","158",10,10
"204200","4","A","01","28","154",10,10
"204200","5","A","01","22","144",10,10
"204200","6","A","01","1","6",10,10
"204200","8","A","01","127","675",10,10
"204200","11","C","01","2","5",10,10
"204200","12","C","01","2","4",10,10
"204200","14","D","01","4","9",10,10
"204200","15","A","02","32","152",10,10
"204200","16","A","02","23","168",10,10
"204200","17","A","02","20","131",10,10
"204200","18","A","02","42","162",10,10
"204200","19","A","02","44","182",10,10
"204200","20","A","02","26","142",10,10
"204200","22","A","02","187","937",10,10
"204200","25","C","02","2","31",10,10
"204200","26","C","02","6","70",10,10
"204200","28","D","02","8","101",10,10
"204200","29","","","326","1722",10,10
"204219","1","A","01","3","0",21,21
"204219","2","A","01","7","0",21,21
"204219","3","A","01","12","0",21,21
"204219","4","A","01","9","0",21,21
"204219","5","A","01","10","0",21,21
"204219","8","A","01","41","0",21,21
"204219","11","C","01","9","0",21,21
"204219","14","D","01","9","0",21,21
"204219","29","","","50","0",21,21
"204255","1","A","01","104","173",10,10
"204255","2","A","01","77","148",10,10
"204255","3","A","01","82","134",10,10
"204255","7","A","01","1","13",10,10
"204255","8","A","01","264","468",10,10
"204255","15","A","02","39","69",10,10
"204255","16","A","02","116","193",10,10
"204255","17","A","02","73","105",10,10
"204255","21","A","02","223","242",10,10
"204255","22","A","02","451","609",10,10
"204255","29","","","715","1077",10,10
"204264","1","A","01","219","148",10,10
"204264","2","A","01","14","2",10,10
"204264","3","A","01","155","147",10,10
"204264","4","A","01","98","95",10,10
"204264","5","A","01","84","82",10,10
"204264","6","A","01","2","0",10,10
"204264","8","A","01","572","474",10,10
"204264","15","A","02","0","2",10,10
"204264","17","A","02","0","4",10,10
"204264","18","A","02","1","2",10,10
"204264","19","A","02","1","1",10,10
"204264","20","A","02","6","27",10,10
"204264","22","A","02","8","36",10,10
"204264","29","","","580","510",10,10
"204273","29","","","403","48",10,10
"204422","1","A","01","152","307",10,10
"204422","2","A","01","91","171",10,10
"204422","3","A","01","66","145",10,10
"204422","8","A","01","309","623",10,10
"204422","15","A","02","150","243",10,10
"204422","16","A","02","169","110",10,10
"204422","17","A","02","61","79",10,10
"204422","22","A","02","380","432",10,
"204422","29","","","689","1055",10,
"204440","1","A","01","56","58",10,10
"204440","2","A","01","36","32",10,10
"204440","3","A","01","36","42",10,10
"204440","7","A","01","47","58",10,10
"204440","8","A","01","175","190",10,10
"204440","15","A","02","37","58",10,10
"204440","16","A","02","120","135",10,10
"204440","17","A","02","93","80",10,10
"204440","21","A","02","352","493",10,10
"204440","22","A","02","602","766",10,10
"204440","29","","","777","956",10,10
"204459","29","","","2","44",10,10
"204468","1","A","01","","34",10,10
"204468","2","A","01","","19",10,10
"204468","3","A","01","","74",10,10
"204468","4","A","01","","97",10,10
"204468","5","A","01","1","86",10,10
"204468","6","A","01","","44",10,10
"204468","7","A","01","","9",10,10
"204468","8","A","01","1","363",10,10
"204468","15","A","02","","3",10,10
"204468","16","A","02","","18",10,10
"204468","17","A","02","","41",10,10
"204468","18","A","02","","45",10,10
"204468","19","A","02","","48",10,10
"204468","20","A","02","1","122",10,10
"204468","21","A","02","4","95",10,10
"204468","22","A","02","5","372",10,
"204468","29","","","6","735",,
"204477","9","B","01","51","38",10,10
"204477","10","B","01","196","103",10,10
"204477","14","D","01","247","141",10,10
"204477","29","","","247","141",10,10
"204486","1","A","01","314","134",10,10
"204486","2","A","01","195","83",10,10
"204486","3","A","01","78","84",10,10
"204486","7","A","01","214","68",10,10
"204486","8","A","01","801","369",10,10
"204486","21","A","02","7","9",10,10
"204486","22","A","02","7","9",10,10
"204486","29","","","808","378",10,10
"204501","1","A","01","365","391",10,10
"204501","2","A","01","61","71",10,10
"204501","3","A","01","360","424",10,10
"204501","4","A","01","319","317",10,10
"204501","5","A","01","226","265",10,10
"204501","7","A","01","1","1",10,10
"204501","8","A","01","1332","1469",10,
"204501","15","A","02","3","8",10,10
"204501","16","A","02","3","1",10,10
"204501","17","A","02","2","6",10,10
"204501","18","A","02","6","6",10,10
"204501","19","A","02","21","29",10,10
"204501","21","A","02","19","23",10,10
"204501","22","A","02","54","73",10,10
"204501","25","C","02","1","1",10,10
"204501","26","C","02","2","3",10,10
"204501","28","D","02","3","4",10,10
"204501","29","","","1389","1546",10,
"204538","1","A","01","10","48",20,20
"204538","3","A","01","18","53",20,20
"204538","7","A","01","0","3",20,20
"204538","8","A","01","28","104",20,20
"204538","16","A","02","2","1",20,20
"204538","22","A","02","2","1",20,20
"204538","29","","","30","105",20,20
"204547","9","B","01","355","122",10,10
"204547","14","D","01","355","122",10,10
"204547","29","","","355","122",,
"204565","1","A","01","5","3",21,21
"204565","3","A","01","3","2",21,21
"204565","8","A","01","8","5",21,21
"204565","29","","","8","5",21,21
"204574","7","A","01","4","67",21,21
"204574","8","A","01","4","67",21,21
"204574","17","A","02","0","9",21,21
"204574","22","A","02","0","9",21,21
"204574","29","","","4","76",21,21
"204617","1","A","01","64","113",10,10
"204617","2","A","01","16","39",10,10
"204617","3","A","01","72","103",10,10
"204617","4","A","01","85","106",10,10
"204617","5","A","01","71","75",10,10
"204617","7","A","01","15","9",10,10
"204617","8","A","01","323","445",10,10
"204617","15","A","02","2","31",10,10
"204617","16","A","02","18","72",10,10
"204617","17","A","02","15","50",10,10
"204617","18","A","02","26","53",10,10
"204617","19","A","02","16","44",10,10
"204617","21","A","02","52","73",10,10
"204617","22","A","02","129","323",10,10
"204617","29","","","452","768",,
"204626","1","A","01","21","20",10,10
"204626","2","A","01","6","2",10,10
"204626","3","A","01","71","39",10,10
"204626","7","A","01","4","3",10,10
"204626","8","A","01","102","64",10,
"204626","17","A","02","16","12",10,10
"204626","21","A","02","8","4",10,10
"204626","22","A","02","24","16",10,10
"204626","29","","","126","80",10,
"204635","1","A","01","406","237",10,10
"204635","2","A","01","92","53",10,10
"204635","3","A","01","217","209",10,10
"204635","4","A","01","200","168",10,10
"204635","5","A","01","272","245",10,10
"204635","7","A","01","4","4",10,10
"204635","8","A","01","1191","916",10,10
"204635","9","B","01","98","45",10,10
"204635","10","B","01","160","50",10,10
"204635","14","D","01","258","95",10,10
"204635","15","A","02","0","1",10,10
"204635","16","A","02","3","9",10,10
"204635","17","A","02","2","2",10,10
"204635","18","A","02","4","2",10,10
"204635","19","A","02","10","3",10,10
"204635","21","A","02","5","17",10,10
"204635","22","A","02","24","34",10,10
"204635","24","B","02","3","3",10,10
"204635","28","D","02","3","3",10,10
"204635","29","","","1476","1048",10,10
"204662","1","A","01","154","51",,
"204662","2","A","01","87","34",,
"204662","3","A","01","117","47",,
"204662","8","A","01","358","132",,
"204662","15","A","02","3","4",,
"204662","16","A","02","8","3",,
"204662","17","A","02","23","11",,
"204662","22","A","02","34","18",,
"204662","29","","","392","150",,
"204671","1","A","01","195","190",10,10
"204671","2","A","01","89","108",10,10
"204671","3","A","01","35","87",10,10
"204671","4","A","01","10","53",10,10
"204671","5","A","01","29","77",10,10
"204671","8","A","01","358","515",10,10
"204671","15","A","02","14","26",10,10
"204671","16","A","02","27","54",10,10
"204671","17","A","02","22","38",10,10
"204671","18","A","02","8","16",10,10
"204671","19","A","02","37","41",10,10
"204671","22","A","02","108","175",10,10
"204671","25","C","02","","6",10,10
"204671","26","C","02","","16",10,10
"204671","28","D","02","","22",10,10
"204671","29","","","466","712",10,10
"204680","1","A","01","124","130",10,10
"204680","2","A","01","74","82",10,10
"204680","3","A","01","46","78",10,10
"204680","4","A","01","8","44",10,10
"204680","5","A","01","34","63",10,10
"204680","8","A","01","286","397",10,10
"204680","11","C","01","","2",10,10
"204680","12","C","01","1","2",10,10
"204680","14","D","01","1","4",10,10
"204680","15","A","02","25","33",10,10
"204680","16","A","02","40","80",10,10
"204680","17","A","02","30","42",10,10
"204680","18","A","02","10","33",10,10
"204680","19","A","02","44","118",10,10
"204680","22","A","02","149","306",10,10
"204680","25","C","02","","7",10,10
"204680","26","C","02","2","34",10,10
"204680","28","D","02","2","41",10,10
"204680","29","","","438","748",10,10
"204699","1","A","01","114","117",10,10
"204699","2","A","01","57","57",10,10
"204699","3","A","01","32","67",10,10
"204699","4","A","01","14","39",10,10
"204699","5","A","01","56","66",10,10
"204699","8","A","01","273","346",10,10
"204699","11","C","01","1","2",10,10
"204699","12","C","01","","1",10,10
"204699","14","D","01","1","3",10,10
"204699","15","A","02","20","25",10,10
"204699","16","A","02","33","51",10,10
"204699","17","A","02","20","24",10,10
"204699","18","A","02","15","8",10,10
"204699","19","A","02","47","89",10,10
"204699","22","A","02","135","197",10,10
"204699","25","C","02","","11",10,10
"204699","26","C","02","7","86",10,10
"204699","28","D","02","7","97",10,10
"204699","29","","","416","643",10,10
"204705","1","A","01","186","174",10,10
"204705","2","A","01","85","98",10,10
"204705","3","A","01","55","82",10,10
"204705","4","A","01","15","40",10,10
"204705","5","A","01","33","57",10,10
"204705","8","A","01","374","451",10,10
"204705","12","C","01","1","1",10,10
"204705","14","D","01","1","1",10,10
"204705","15","A","02","27","45",10,10
"204705","16","A","02","42","57",10,10
"204705","17","A","02","33","44",10,10
"204705","18","A","02","17","30",10,10
"204705","19","A","02","44","93",10,10
"204705","22","A","02","163","269",10,10
"204705","25","C","02","","19",10,10
"204705","26","C","02","","39",10,10
"204705","28","D","02","","58",10,10
"204705","29","","","538","779",10,10
"204732","1","A","01","5","29",20,20
"204732","8","A","01","5","29",20,20
"204732","29","","","5","29",20,20
"204741","1","A","01","28","52",20,20
"204741","8","A","01","28","52",20,20
"204741","29","","","28","52",20,20
"204778","29","","","0","13",21,21
"204796","1","A","01","2962","3112",10,10
"204796","2","A","01","2664","2091",10,10
"204796","3","A","01","4136","3548",10,10
"204796","4","A","01","3651","2918",10,10
"204796","5","A","01","4701","3854",10,10
"204796","8","A","01","18114","15523",10,10
"204796","9","B","01","434","286",10,10
"204796","10","B","01","1212","729",10,10
"204796","11","C","01","1038","787",10,10
"204796","12","C","01","2747","1724",10,10
"204796","14","D","01","5431","3526",10,10
"204796","15","A","02","123","117",10,10
"204796","16","A","02","421","451",10,10
"204796","17","A","02","477","527",10,10
"204796","18","A","02","498","394",10,10
"204796","19","A","02","1890","1947",10,10
"204796","22","A","02","3409","3436",10,10
"204796","23","B","02","1","",10,10
"204796","24","B","02","45","30",10,10
"204796","25","C","02","158","408",10,10
"204796","26","C","02","1233","1801",10,10
"204796","28","D","02","1437","2239",10,10
"204796","29","","","28391","24724",10,10
"204802","1","A","01","82","115",,
"204802","2","A","01","45","51",,
"204802","3","A","01","84","171",,
"204802","7","A","01","6","14",,
"204802","8","A","01","217","351",,
"204802","15","A","02","4","9",,
"204802","16","A","02","47","88",,
"204802","17","A","02","37","92",,
"204802","21","A","02","13","28",,
"204802","22","A","02","101","217",,
"204802","29","","","318","568",,
"204820","1","A","01","131","106",,
"204820","2","A","01","100","63",,
"204820","3","A","01","141","219",,
"204820","7","A","01","1","2",,
