unitid,line,efrace15,efrace16,fteptr,fteptc
"203845","2","188","108","0","0"
"203845","3","28","9","0","0"
"203845","4","210","109","0","0"
"203845","5","149","95","0","0"
"203845","6","149","91","0","0"
"203845","7","0","1","0","0"
"203845","9","0","1","0","0"
"203845","11","0","1","0","0"
"203845","12","0","1","0","0"
"203845","14","724","414","0","0"
"203845","15","52","89","47","46"
"203845","16","0","1","0","0"
"203845","17","52","88","47","46"
"203845","21","7","12","6","6"
"203845","22","2","8","3","3"
"203845","23","5","4","3","3"
"203845","25","5","10","5","5"
"203845","26","4","10","5","5"
"203845","27","1","0","0","0"
"203845","28","64","111","58","57"
"203845","29","788","525","0","0"
"203997","7","0","1","0","0"
"203997","9","0","1","0","0"
"203997","10","117","83","0","0"
"203997","14","117","84","0","0"
"203997","21","2","1","2","1"
"203997","23","2","1","2","1"
"203997","24","15","15","15","10"
"203997","25","10","1","5","4"
"203997","26","2","1","1","1"
"203997","27","8","0","4","3"
"203997","28","27","17","22","15"
"203997","29","144","101","0","0"
"204060","1","58","514","0","0"
"204060","2","39","360","0","0"
"204060","3","19","154","0","0"
"204060","14","58","514","0","0"
"204060","15","7","66","28","25"
"204060","16","3","44","19","16"
"204060","17","4","22","9","9"
"204060","28","7","66","28","25"
"204060","29","65","580","0","0"
"204006","1","198","272","0","0"
"204006","2","93","111","0","0"
"204006","3","105","161","0","0"
"204006","7","0","3","0","0"
"204006","14","198","275","0","0"
"204006","15","340","704","319","345"
"204006","16","40","86","38","42"
"204006","17","300","618","281","303"
"204006","21","40","55","22","31"
"204006","28","380","759","341","376"
"204006","29","578","1034","0","0"
"204015","1","221","318","0","0"
"204015","2","96","131","0","0"
"204015","3","125","187","0","0"
"204015","7","16","12","0","0"
"204015","14","237","330","0","0"
"204015","15","256","482","242","243"
"204015","16","23","62","30","28"
"204015","17","233","420","212","215"
"204015","21","94","113","54","68"
"204015","28","350","595","296","311"
"204015","29","587","925","0","0"
"204185","1","540","406","0","0"
"204185","2","191","144","0","0"
"204185","3","20","12","0","0"
"204185","4","144","100","0","0"
"204185","5","92","73","0","0"
"204185","6","93","77","0","0"
"204185","14","540","406","0","0"
"204185","15","12","17","14","10"
"204185","16","9","11","10","7"
"204185","17","3","6","4","3"
"204185","28","12","17","14","10"
"204185","29","552","423","0","0"
"204264","1","536","457","0","0"
"204264","2","176","144","0","0"
"204264","3","45","19","0","0"
"204264","4","127","98","0","0"
"204264","5","113","98","0","0"
"204264","6","75","98","0","0"
"204264","7","2","1","0","0"
"202134","16","59","73","44","44"
"202134","17","2123","1665","1250","1250"
"202134","21","455","496","314","314"
"202134","22","246","280","174","174"
"202134","23","209","216","140","140"
"202134","24","326","218","180","180"
"202134","25","1471","1791","1077","1077"
"202134","26","233","391","206","206"
"202134","27","1238","1400","871","871"
"202134","28","4434","4243","2865","2865"
"202134","29","9335","8205","0","0"
"204200","1","76","641","0","0"
"204200","2","14","163","0","0"
"204200","3","7","27","0","0"
"204200","4","27","143","0","0"
"204200","5","20","160","0","0"
"204200","6","8","148","0","0"
"204200","7","0","1","0","0"
"204200","8","0","1","0","0"
"204200","11","1","9","0","0"
"204200","12","0","4","0","0"
"204200","13","1","5","0","0"
"204200","14","77","651","0","0"
"204200","15","137","782","279","303"
"204200","16","34","172","54","68"
"204200","17","103","610","225","235"
"204200","21","12","103","31","38"
"204200","22","9","90","29","33"
"204200","23","3","13","2","5"
"204200","25","17","89","31","35"
"204200","26","4","37","11","14"
"204200","27","13","52","20","21"
"204200","28","166","974","341","376"
"204200","29","243","1625","0","0"
"204617","1","334","366","0","0"
"204617","2","80","99","0","0"
"204617","3","32","16","0","0"
"204617","4","96","92","0","0"
"204617","5","77","74","0","0"
"204617","6","49","85","0","0"
"204617","7","11","9","0","0"
"204617","8","11","9","0","0"
"204617","14","345","375","0","0"
"204617","15","76","191","115","89"
"204617","16","4","28","10","11"
"204617","17","72","163","105","78"
"204617","21","61","81","47","47"
"204617","22","61","81","47","47"
"204617","28","137","272","162","136"
"204617","29","482","647","0","0"
"205957","1","319","441","0","0"
"205957","2","62","113","0","0"
"205957","3","44","54","0","0"
"205957","4","92","116","0","0"
"205957","5","57","80","0","0"
"205957","6","64","78","0","0"
"205957","7","1","2","0","0"
"205957","8","1","2","0","0"
"205957","11","16","12","0","0"
"205957","12","9","10","0","0"
"205957","13","7","2","0","0"
"205957","14","336","455","0","0"
"205957","15","31","35","35","21"
"205957","16","0","1","0","0"
"205957","17","31","34","35","21"
"205957","21","5","6","6","4"
"205957","22","3","6","5","3"
"205957","23","2","0","1","1"
"205957","25","27","12","17","13"
"205957","26","9","4","6","4"
"205957","27","18","8","11","9"
"205957","28","63","53","58","38"
"205957","29","399","508","0","0"
"206589","1","881","810","0","0"
"206589","2","244","256","0","0"
"206589","3","14","9","0","0"
"206589","4","271","235","0","0"
"206589","5","171","133","0","0"
"206589","6","181","177","0","0"
"206589","7","9","7","0","0"
"206589","8","9","7","0","0"
"206589","14","890","817","0","0"
"206589","15","1","3","2","1"
"206589","17","1","3","2","1"
"206589","28","1","3","2","1"
"206589","29","891","820","0","0"
"202170","1","450","443","0","0"
"202170","2","132","137","0","0"
"202170","3","56","52","0","0"
"202170","4","102","107","0","0"
"202170","5","86","75","0","0"
"202170","6","74","72","0","0"
"202170","14","450","443","0","0"
"202170","15","94","150","81","81"
"202170","16","51","69","40","40"
"202170","17","43","81","41","41"
"202170","21","45","122","56","55"
"202170","22","45","122","56","55"
"202170","28","139","272","137","136"
"202170","29","589","715","0","0"
"202514","1","344","320","0","0"
"202514","2","84","83","0","0"
"202514","3","21","23","0","0"
"202514","4","95","86","0","0"
"202514","5","85","79","0","0"
"202514","6","59","49","0","0"
"202514","7","0","2","0","0"
"202514","8","0","2","0","0"
"202514","14","344","322","0","0"
"202514","15","89","141","80","76"
"202514","16","13","18","10","10"
"202514","17","76","123","70","66"
"202514","21","3","14","4","6"
"202514","22","3","14","4","6"
"202514","28","92","155","84","82"
"202514","29","436","477","0","0"
"202523","1","1011","1108","0","0"
"202523","2","304","368","0","0"
"202523","3","2","0","0","0"
"202523","4","249","275","0","0"
"202523","5","205","212","0","0"
"202523","6","251","253","0","0"
"202523","7","1","1","0","0"
"202523","8","1","1","0","0"
"202523","14","1012","1109","0","0"
"202523","15","2","1","1","1"
"202523","17","2","1","1","1"
"202523","21","2","9","4","4"
"202523","22","2","9","4","4"
"202523","28","4","10","5","5"
"202523","29","1016","1119","0","0"
"202611","1","219","604","0","0"
"202611","2","27","115","0","0"
"202611","3","56","192","0","0"
"202611","4","32","106","0","0"
"202611","5","32","81","0","0"
"202611","6","72","110","0","0"
"202611","14","219","604","0","0"
"202611","15","166","317","165","160"
"202611","16","16","47","21","21"
"202611","17","150","270","144","139"
"202611","21","32","46","13","26"
"202611","22","32","46","13","26"
"202611","28","198","363","178","186"
"202611","29","417","967","0","0"
"206215","7","1","1","0","0"
"206215","9","1","1","0","0"
"206215","10","164","65","0","0"
"206215","11","20","2","0","0"
"206215","12","0","1","0","0"
"206215","13","20","1","0","0"
"206215","14","185","68","0","0"
"206215","21","9","4","4","4"
"206215","22","1","0","0","0"
"206215","23","8","4","4","4"
"206215","24","7","4","5","4"
"206215","25","7","5","5","4"
"206215","27","7","5","5","4"
"206215","28","23","13","14","12"
"206215","29","208","81","0","0"
"202763","1","480","391","0","0"
"202763","2","140","95","0","0"
"202763","3","117","59","0","0"
"202763","4","90","90","0","0"
"202763","5","76","70","0","0"
"202763","6","57","77","0","0"
"202763","7","1","6","0","0"
"202763","8","1","6","0","0"
"202763","14","481","397","0","0"
"202763","15","269","211","217","158"
"202763","16","42","16","26","19"
"202763","17","227","195","191","139"
"202763","21","13","14","9","9"
"202763","22","13","14","9","9"
"202763","28","282","225","226","167"
"202763","29","763","622","0","0"
"202806","1","743","602","0","0"
"202806","2","87","110","0","0"
"202806","3","275","206","0","0"
"202806","4","191","142","0","0"
"202806","5","127","94","0","0"
"202806","6","63","50","0","0"
"202806","7","13","46","0","0"
"202806","8","13","46","0","0"
"202806","14","756","648","0","0"
"202806","15","1226","1416","1257","872"
"202806","16","50","75","59","41"
"202806","17","1176","1341","1198","831"
"202806","21","114","112","92","75"
"202806","22","114","112","92","75"
"202806","28","1340","1528","1349","947"
"202806","29","2096","2176","0","0"
"203076","10","10","8","0","0"
"203076","11","92","26","0","0"
"203076","12","4","3","0","0"
"203076","13","88","23","0","0"
"203076","14","102","34","0","0"
"203076","21","9","8","6","6"
"203076","23","9","8","6","6"
"203076","28","9","8","6","6"
"203076","29","111","42","0","0"
"203085","1","505","381","0","0"
"203085","2","171","89","0","0"
"203085","3","12","6","0","0"
"203085","4","121","122","0","0"
"203085","5","114","85","0","0"
"203085","6","87","79","0","0"
"203085","7","0","3","0","0"
"203085","9","0","3","0","0"
"203085","14","505","384","0","0"
"203085","21","37","63","36","33"
"203085","22","37","63","36","33"
"203085","28","37","63","36","33"
"203085","29","542","447","0","0"
"203128","1","429","450","0","0"
"203128","2","110","114","0","0"
"203128","3","12","0","0","0"
"203128","4","110","121","0","0"
"203128","5","118","122","0","0"
"203128","6","79","93","0","0"
"203128","14","429","450","0","0"
"203128","15","72","121","129","63"
"203128","16","23","33","35","18"
"203128","17","49","88","94","45"
"203128","28","72","121","129","63"
"203128","29","501","571","0","0"
"203368","1","1262","1234","0","0"
"203368","2","319","316","0","0"
"203368","3","79","78","0","0"
"203368","4","341","316","0","0"
"203368","5","269","267","0","0"
"203368","6","254","257","0","0"
"203368","7","6","3","0","0"
"203368","8","6","3","0","0"
"203368","11","14","27","0","0"
"203368","12","8","7","0","0"
"203368","13","6","20","0","0"
"203368","14","1282","1264","0","0"
"203368","15","160","246","157","134"
"203368","17","160","246","157","134"
"203368","21","48","66","31","38"
"203368","22","25","41","18","22"
"203368","23","23","25","13","16"
"203368","25","188","329","223","171"
"203368","26","31","78","53","36"
"203368","27","157","251","170","135"
"203368","28","396","641","411","343"
"203368","29","1678","1905","0","0"
"203517","1","5941","7299","0","0"
"201104","11","458","135","0","0"
"201104","12","136","59","0","0"
"201104","13","322","76","0","0"
"201104","14","1293","780","0","0"
"201104","15","295","410","270","233"
"201104","16","12","11","15","8"
"201104","17","283","399","255","225"
"201104","21","37","20","29","19"
"201104","23","37","20","29","19"
"201104","25","363","288","320","215"
"201104","26","125","104","125","76"
"201104","27","238","184","195","139"
"201104","28","695","718","619","467"
"201104","29","1988","1498","0","0"
"201140","1","7","0","0","0"
"201140","4","5","0","0","0"
"201140","5","2","0","0","0"
"201140","7","11","21","0","0"
"201140","8","11","21","0","0"
"201140","10","38","29","0","0"
"201140","11","19","0","0","0"
"201140","13","19","0","0","0"
"201140","14","75","50","0","0"
"201140","15","0","3","1","1"
"201140","17","0","3","1","1"
"201140","21","11","21","11","11"
"201140","23","11","21","11","11"
"201140","25","0","4","1","1"
"201140","27","0","4","1","1"
"201140","28","11","28","13","13"
"201140","29","86","78","0","0"
"201195","1","919","945","0","0"
"201195","2","259","221","0","0"
"201195","3","123","126","0","0"
"201195","4","205","215","0","0"
"201195","5","201","248","0","0"
"201195","6","131","135","0","0"
"201195","7","7","4","0","0"
"201195","8","7","4","0","0"
"201195","14","926","949","0","0"
"201195","15","483","870","594","446"
"201195","17","483","870","594","446"
"201195","21","48","85","59","44"
"201195","22","43","75","52","39"
"201195","23","5","10","7","5"
"201195","25","457","253","343","234"
"201195","26","110","54","79","54"
"201195","27","347","199","264","180"
"201195","28","988","1208","996","724"
"201195","29","1914","2157","0","0"
"201371","1","259","244","0","0"
"201371","2","96","81","0","0"
"201371","3","4","6","0","0"
"201371","4","57","62","0","0"
"201371","5","54","39","0","0"
"201371","6","48","56","0","0"
"201371","7","3","2","0","0"
"201371","8","3","2","0","0"
"201371","14","262","246","0","0"
"201371","15","32","48","43","26"
"201371","17","32","48","43","26"
"201371","21","2","4","2","2"
"201371","22","2","4","2","2"
"201371","28","34","52","45","28"
"201371","29","296","298","0","0"
"201405","1","91","0","0","0"
"201405","2","15","0","0","0"
"201405","4","16","0","0","0"
"201405","5","35","0","0","0"
"201405","6","25","0","0","0"
"201405","14","91","0","0","0"
"201405","21","1","2","1","1"
"201405","22","1","2","1","1"
"201405","28","1","2","1","1"
"201405","29","92","2","0","0"
"201441","1","5855","8150","0","0"
"201441","2","1426","2225","0","0"
"201441","3","760","828","0","0"
"201441","4","1368","1872","0","0"
"201441","5","1208","1555","0","0"
"201441","6","1093","1670","0","0"
"201441","7","83","105","0","0"
"201441","8","83","105","0","0"
"201441","11","519","529","0","0"
"201441","12","352","351","0","0"
"201441","13","167","178","0","0"
"201441","14","6457","8784","0","0"
"201441","15","369","387","320","249"
"201441","16","10","21","14","10"
"201441","17","359","366","306","239"
"201441","21","123","192","88","104"
"201441","22","123","192","88","104"
"201441","25","580","799","348","455"
"201441","26","378","493","242","287"
"201441","27","202","306","106","168"
"201441","28","1072","1378","756","808"
"201441","29","7529","10162","0","0"
"201548","1","519","725","0","0"
"201548","2","149","170","0","0"
"201548","3","75","79","0","0"
"201548","4","111","154","0","0"
