unitid,line,efrace15,efrace16,fteptr,fteptc
"241720","7","91","74","0","0"
"241720","14","561","308","0","0"
"241720","15","152","47","117","66"
"241720","16","25","5","20","10"
"241720","17","127","42","97","56"
"241720","21","2","0","1","1"
"241720","28","154","47","118","67"
"241720","29","715","355","0","0"
"151962","1","79","18","0","0"
"151962","2","79","18","0","0"
"151962","14","79","18","0","0"
"151962","29","79","18","0","0"
"156329","1","131","397","0","0"
"156329","2","30","81","0","0"
"156329","3","101","316","0","0"
"156329","14","131","397","0","0"
"156329","15","11","24","23","11"
"156329","16","3","4","4","2"
"156329","17","8","20","19","9"
"156329","28","11","24","23","11"
"156329","29","142","421","0","0"
"225423","1","1740","1048","0","0"
"225423","2","647","381","0","0"
"225423","3","1093","667","0","0"
"219471","14","2357","2355","0","0"
"219471","15","92","126","117","72"
"219471","16","6","5","6","4"
"219471","17","86","121","111","68"
"219471","21","578","711","294","426"
"219471","22","436","412","173","280"
"219471","23","142","299","121","146"
"219471","24","2","2","2","1"
"219471","25","267","173","148","145"
"219471","26","39","20","21","19"
"219471","27","228","153","127","126"
"219471","28","939","1012","561","644"
"219471","29","3296","3367","0","0"
"165273","1","119","24","0","0"
"165273","5","68","16","0","0"
"165273","6","51","8","0","0"
"165273","14","119","24","0","0"
"165273","15","339","50","147","128"
"165273","17","339","50","147","128"
"165273","28","339","50","147","128"
"165273","29","458","74","0","0"
"107044","1","1183","1268","0","0"
"107044","2","231","306","0","0"
"107044","3","108","99","0","0"
"107044","4","313","304","0","0"
"107044","5","244","234","0","0"
"107044","6","287","325","0","0"
"107044","7","5","4","0","0"
"107044","8","1","0","0","0"
"107044","9","4","4","0","0"
"107044","11","22","16","0","0"
"107044","12","2","2","0","0"
"107044","13","20","14","0","0"
"107044","14","1210","1288","0","0"
"107044","15","80","72","50","50"
"107044","16","2","5","2","2"
"107044","17","78","67","48","48"
"107044","21","7","10","6","6"
"107044","22","2","3","2","2"
"107044","23","5","7","4","4"
"107044","25","21","84","35","35"
"107044","26","13","13","9","9"
"107044","27","8","71","26","26"
"107044","28","108","166","91","91"
"107044","29","1318","1454","0","0"
"187985","1","5449","5259","0","0"
"187985","2","860","908","0","0"
"187985","3","526","521","0","0"
"187985","4","1829","1670","0","0"
"187985","5","755","802","0","0"
"187985","6","1479","1358","0","0"
"187985","7","756","742","0","0"
"187985","8","756","742","0","0"
"187985","10","320","281","0","0"
"187985","11","881","770","0","0"
"187985","12","170","130","0","0"
"187985","13","711","640","0","0"
"187985","14","7406","7052","0","0"
"187985","15","1684","2231","1625","1292"
"187985","16","84","119","104","67"
"187985","17","1600","2112","1521","1225"
"187985","21","2363","3628","1711","1977"
"187985","22","2363","3628","1711","1977"
"187985","24","11","6","11","6"
"187985","25","981","1266","848","742"
"187985","26","107","125","98","77"
"187985","27","874","1141","750","665"
"187985","28","5039","7131","4195","4017"
"187985","29","12445","14183","0","0"
"153816","29","0","0","0","0"
"223205","1","22","414","0","0"
"223205","2","13","251","0","0"
"223205","3","9","163","0","0"
"223205","14","22","414","0","0"
"223205","29","22","414","0","0"
"116624","7","22","24","0","0"
"116624","9","22","24","0","0"
"116624","10","68","0","0","0"
"116624","11","16","0","0","0"
"116624","12","9","0","0","0"
"116624","13","7","0","0","0"
"116624","14","106","24","0","0"
"116624","21","7","9","8","5"
"116624","23","7","9","8","5"
"116624","24","9","1","6","3"
"116624","25","26","4","15","10"
"116624","26","21","3","11","8"
"116624","27","5","1","4","2"
"116624","28","42","14","29","18"
"116624","29","148","38","0","0"
"173948","7","758","186","0","0"
"173948","9","758","186","0","0"
"173948","11","36","10","0","0"
"173948","12","12","4","0","0"
"173948","13","24","6","0","0"
"173948","14","794","196","0","0"
"173948","29","794","196","0","0"
"231970","10","182","112","0","0"
"231970","11","28","45","0","0"
"231970","12","1","2","0","0"
"231970","13","27","43","0","0"
"231970","14","210","157","0","0"
"231970","25","1","0","0","0"
"231970","27","1","0","0","0"
"231970","28","1","0","0","0"
"231970","29","211","157","0","0"
"117894","1","393","447","0","0"
"117894","2","138","127","0","0"
"117894","3","255","320","0","0"
"117894","7","30","59","0","0"
"117894","14","423","506","0","0"
"117894","15","1070","1755","932","932"
"117894","16","305","481","259","259"
"117894","17","765","1274","673","673"
"117894","21","299","464","252","252"
"117894","28","1369","2219","1184","1184"
"117894","29","1792","2725","0","0"
"243638","1","165","82","0","0"
"243638","2","52","38","0","0"
"243638","3","113","44","0","0"
"243638","14","165","82","0","0"
"243638","21","5","10","4","5"
"243638","28","5","10","4","5"
"243638","29","170","92","0","0"
"201928","1","1013","640","0","0"
"201928","2","334","168","0","0"
"201928","3","679","472","0","0"
"201928","7","83","50","0","0"
"201928","14","1096","690","0","0"
"201928","15","503","523","408","339"
"201928","16","74","176","98","83"
"201928","17","429","347","310","256"
"201928","21","585","744","369","439"
"201928","28","1088","1267","777","778"
"201928","29","2184","1957","0","0"
"182005","1","483","546","0","0"
"182005","2","205","220","0","0"
"182005","3","278","326","0","0"
"182005","7","24","28","0","0"
"182005","14","507","574","0","0"
"182005","15","3291","4581","2501","2598"
"182005","16","1744","2280","1252","1328"
"182005","17","1547","2301","1249","1270"
"182005","21","434","643","166","355"
"182005","28","3725","5224","2667","2953"
"182005","29","4232","5798","0","0"
"182564","1","106","155","0","0"
"182564","2","88","119","0","0"
"182564","3","18","36","0","0"
"182564","7","0","2","0","0"
"182564","14","106","157","0","0"
"182564","15","1163","1920","772","1017"
"182564","16","201","612","191","268"
"182564","17","962","1308","581","749"
"182564","28","1163","1920","772","1017"
"182564","29","1269","2077","0","0"
"237039","1","263","314","0","0"
"237039","2","26","19","0","0"
"237039","3","237","295","0","0"
"237039","7","6","11","0","0"
"237039","14","269","325","0","0"
"237039","15","294","570","242","285"
"237039","16","8","7","6","5"
"237039","17","286","563","236","280"
"237039","21","73","255","67","108"
"237039","28","367","825","309","393"
"237039","29","636","1150","0","0"
"228723","1","15862","11057","0","0"
"228723","2","2978","2437","0","0"
"228723","3","1033","632","0","0"
"228723","4","3082","2362","0","0"
"228723","5","4168","2741","0","0"
"228723","6","4601","2885","0","0"
"228723","7","145","85","0","0"
"228723","8","7","8","0","0"
"228723","9","138","77","0","0"
"228723","10","404","323","0","0"
"228723","11","2512","1005","0","0"
"228723","12","364","140","0","0"
"228723","13","2148","865","0","0"
"228723","14","18923","12470","0","0"
"228723","15","1348","778","1016","701"
"228723","16","46","37","40","27"
"228723","17","1302","741","976","674"
"228723","21","263","390","269","216"
"228723","22","7","22","12","10"
"228723","23","256","368","257","206"
"228723","25","950","553","551","496"
"228723","26","44","20","23","21"
"228723","27","906","533","528","475"
"228723","28","2561","1721","1836","1413"
"228723","29","21484","14191","0","0"
"118709","7","2","1","0","0"
"118709","9","2","1","0","0"
"118709","10","57","13","0","0"
"118709","11","15","4","0","0"
"118709","12","0","2","0","0"
"118709","13","15","2","0","0"
"118709","14","74","18","0","0"
"118709","21","4","9","5","4"
"118709","23","4","9","5","4"
"118709","24","4","2","2","2"
"118709","25","6","2","5","3"
"118709","26","0","2","1","1"
"118709","27","6","0","4","2"
"118709","28","14","13","12","9"
"118709","29","88","31","0","0"
"174020","1","149","198","0","0"
"174020","5","81","101","0","0"
"174020","6","68","97","0","0"
"174020","7","56","75","0","0"
"174020","8","56","75","0","0"
"174020","11","17","30","0","0"
"174020","12","0","1","0","0"
"174020","13","17","29","0","0"
"174020","14","222","303","0","0"
"174020","15","729","1135","615","615"
"174020","17","729","1135","615","615"
"174020","21","598","796","465","460"
"174020","22","598","796","465","460"
"174020","25","75","34","36","36"
"174020","26","10","5","5","5"
"174020","27","65","29","31","31"
"174020","28","1402","1965","1116","1111"
"174020","29","1624","2268","0","0"
"194736","1","79","0","0","0"
"194736","2","25","0","0","0"
"194736","4","14","0","0","0"
"194736","5","23","0","0","0"
"194736","6","17","0","0","0"
"194736","14","79","0","0","0"
"194736","29","79","0","0","0"
"116271","1","7","11","0","0"
"116271","2","2","4","0","0"
"116271","5","1","3","0","0"
"116271","6","4","4","0","0"
"116271","11","103","207","0","0"
"116271","12","31","49","0","0"
"116271","13","72","158","0","0"
"116271","14","110","218","0","0"
"116271","25","9","14","12","8"
"116271","26","5","3","4","3"
"116271","27","4","11","8","5"
"116271","28","9","14","12","8"
"116271","29","119","232","0","0"
"224642","1","2169","3634","0","0"
"224642","2","798","1321","0","0"
"224642","3","1371","2313","0","0"
"224642","7","164","323","0","0"
"111896","29","1599","1838","0","0"
"229027","1","3774","3656","0","0"
"229027","2","685","632","0","0"
"229027","3","540","522","0","0"
"229027","4","760","748","0","0"
"229027","5","774","724","0","0"
"229027","6","1015","1030","0","0"
"229027","7","321","334","0","0"
"229027","8","302","308","0","0"
"229027","9","19","26","0","0"
"229027","11","103","79","0","0"
"229027","12","38","21","0","0"
"229027","13","65","58","0","0"
"229027","14","4198","4069","0","0"
"229027","15","1058","1360","798","798"
"229027","16","24","77","33","33"
"229027","17","1034","1283","765","765"
"229027","21","202","385","194","194"
"229027","22","65","96","53","53"
"229027","23","137","289","141","141"
"229027","25","358","507","285","285"
"229027","26","85","115","66","66"
"229027","27","273","392","219","219"
"229027","28","1618","2252","1277","1277"
"229027","29","5816","6321","0","0"
"218593","1","74","245","0","0"
"218593","2","17","93","0","0"
"218593","3","57","152","0","0"
"218593","14","74","245","0","0"
"218593","15","2","20","10","8"
"218593","16","0","2","1","1"
"218593","17","2","18","9","7"
"218593","28","2","20","10","8"
"218593","29","76","265","0","0"
"226879","1","36","303","0","0"
"226879","2","26","274","0","0"
"226879","3","10","29","0","0"
"226879","14","36","303","0","0"
"226879","29","36","303","0","0"
"224402","1","1675","230","0","0"
"224402","2","581","74","0","0"
"224402","3","246","23","0","0"
"224402","4","410","48","0","0"
"224402","5","262","48","0","0"
"224402","6","176","37","0","0"
"224402","14","1675","230","0","0"
"224402","15","260","35","198","98"
"224402","16","62","7","46","23"
"224402","17","198","28","152","75"
"224402","28","260","35","198","98"
"224402","29","1935","265","0","0"
"196592","1","1041","2393","0","0"
"196592","2","395","1257","0","0"
"196592","3","308","573","0","0"
"196592","4","98","244","0","0"
"196592","5","148","233","0","0"
"196592","6","92","86","0","0"
"196592","10","196","129","0","0"
"196592","11","1","0","0","0"
"196592","13","1","0","0","0"
"196592","14","1238","2522","0","0"
"196592","15","101","139","112","79"
"196592","16","12","16","14","9"
"196592","17","89","123","98","70"
"196592","21","13","33","16","16"
"196592","22","8","33","14","14"
"196592","23","5","0","2","2"
"196592","24","149","90","176","79"
"196592","25","6","6","5","4"
"196592","26","6","3","4","3"
"196592","27","0","3","1","1"
"196592","28","269","268","309","178"
"196592","29","1507","2790","0","0"
"126827","1","157","35","0","0"
"126827","2","18","5","0","0"
"126827","3","90","20","0","0"
"126827","4","25","7","0","0"
"126827","5","17","1","0","0"
"126827","6","7","2","0","0"
"126827","14","157","35","0","0"
"126827","15","152","40","134","63"
"126827","16","3","0","2","1"
"126827","17","149","40","132","62"
"126827","28","152","40","134","63"
"126827","29","309","75","0","0"
"216825","1","560","784","0","0"
"216825","2","172","241","0","0"
"216825","3","388","543","0","0"
"216825","14","560","784","0","0"
"216825","15","748","1220","825","650"
"216825","16","190","297","193","161"
"216825","17","558","923","632","489"
"216825","28","748","1220","825","650"
"216825","29","1308","2004","0","0"
"209940","1","255","281","0","0"
"209940","2","44","41","0","0"
"209940","3","211","240","0","0"
"209940","7","65","46","0","0"
"209940","14","320","327","0","0"
"209940","15","217","334","191","182"
"209940","16","30","36","22","22"
"209940","17","187","298","169","160"
"209940","21","371","802","229","387"
"209940","28","588","1136","420","569"
"209940","29","908","1463","0","0"
"132338","1","556","698","0","0"
"132338","2","364","466","0","0"
"132338","3","192","232","0","0"
"132338","14","556","698","0","0"
"132338","29","556","698","0","0"
"139409","1","152","378","0","0"
"139409","2","40","97","0","0"
"139409","3","112","281","0","0"
"139409","14","152","378","0","0"
"139409","29","152","378","0","0"
"174084","1","372","363","0","0"
"174084","2","140","105","0","0"
"174084","3","232","258","0","0"
"174084","7","31","33","0","0"
"174084","14","403","396","0","0"
"174084","15","40","67","36","35"
"174084","16","10","6","5","5"
"174084","17","30","61","31","30"
"174084","21","94","148","81","80"
"174084","28","134","215","117","115"
"174084","29","537","611","0","0"
"113245","1","36","43","0","0"
"113245","2","8","7","0","0"
"113245","3","28","36","0","0"
"113245","7","0","1","0","0"
"113245","14","36","44","0","0"
"113245","15","25","60","38","28"
"113245","16","9","19","13","9"
"113245","17","16","41","25","19"
"113245","21","15","26","10","14"
"113245","28","40","86","48","42"
"113245","29","76","130","0","0"
"154712","1","416","384","0","0"
"154712","2","136","116","0","0"
"154712","3","11","7","0","0"
"154712","4","126","105","0","0"
"154712","5","78","92","0","0"
"154712","6","65","64","0","0"
"154712","7","0","2","0","0"
"154712","8","0","2","0","0"
"154712","14","416","386","0","0"
"154712","15","5","3","3","3"
"154712","17","5","3","3","3"
"154712","21","19","31","16","17"
"154712","22","19","31","16","17"
"154712","28","24","34","19","20"
"154712","29","440","420","0","0"
"198242","1","29","141","0","0"
"198242","2","9","69","0","0"
"198242","3","20","72","0","0"
"198242","14","29","141","0","0"
"198242","15","6","47","18","18"
"198242","16","1","20","7","7"
"198242","17","5","27","11","11"
"198242","28","6","47","18","18"
"198242","29","35","188","0","0"
"207157","1","70","41","0","0"
"207157","2","22","21","0","0"
"207157","3","14","8","0","0"
"207157","4","23","9","0","0"
"207157","5","7","1","0","0"
"207157","6","4","2","0","0"
"207157","14","70","41","0","0"
"207157","15","11","12","14","7"
"207157","16","1","3","3","1"
"207157","17","10","9","11","6"
"207157","21","2","6","3","3"
"207157","22","1","5","2","2"
"207157","23","1","1","1","1"
"207157","28","13","18","17","10"
"207157","29","83","59","0","0"
"147536","1","431","903","0","0"
"147536","2","93","161","0","0"
"147536","3","131","214","0","0"
"147536","4","63","164","0","0"
"147536","5","94","212","0","0"
"147536","6","50","152","0","0"
"147536","7","74","138","0","0"
"147536","8","14","12","0","0"
"147536","9","60","126","0","0"
"147536","11","59","218","0","0"
"147536","13","59","218","0","0"
"147536","14","564","1259","0","0"
"147536","15","34","116","71","50"
"147536","16","3","5","4","3"
"147536","17","31","111","67","47"
"147536","21","183","935","341","369"
"147536","22","11","40","24","17"
"147536","23","172","895","317","352"
"147536","25","49","353","130","133"
"147536","27","49","353","130","133"
"147536","28","266","1404","542","552"
"147536","29","830","2663","0","0"
"196264","1","425","614","0","0"
"196264","2","36","44","0","0"
"196264","3","163","318","0","0"
"196264","5","226","252","0","0"
"196264","7","11","12","0","0"
"196264","8","11","12","0","0"
"196264","11","2","0","0","0"
"196264","12","2","0","0","0"
"196264","14","438","626","0","0"
"196264","15","2524","1762","1414","1414"
"196264","16","265","112","124","124"
"196264","17","2259","1650","1290","1290"
"196264","21","51","39","30","30"
"196264","22","51","39","30","30"
"196264","25","41","30","23","23"
"196264","26","40","30","23","23"
"196264","27","1","0","0","0"
"196264","28","2616","1831","1467","1467"
"196264","29","3054","2457","0","0"
"228714","1","384","144","0","0"
"228714","2","106","34","0","0"
"228714","3","13","6","0","0"
"228714","4","80","35","0","0"
"228714","5","67","27","0","0"
"228714","6","118","42","0","0"
"228714","7","14","12","0","0"
"228714","8","8","11","0","0"
"228714","9","6","1","0","0"
"228714","11","6","1","0","0"
"228714","13","6","1","0","0"
"228714","14","404","157","0","0"
"228714","15","15","4","7","6"
"228714","16","1","0","0","0"
"228714","17","14","4","7","6"
"228714","21","5","1","2","2"
"228714","23","5","1","2","2"
"228714","28","20","5","9","8"
"228714","29","424","162","0","0"
"219471","1","1874","2064","0","0"
"219471","2","433","480","0","0"
"219471","3","156","139","0","0"
"219471","4","468","574","0","0"
"219471","5","427","451","0","0"
"219471","6","390","420","0","0"
"219471","7","39","33","0","0"
"219471","8","16","18","0","0"
"219471","9","23","15","0","0"
"219471","10","272","128","0","0"
"219471","11","172","130","0","0"
"219471","12","41","35","0","0"
"219471","13","131","95","0","0"
"166887","14","854","1122","0","0"
"166887","15","297","554","410","281"
"166887","16","77","165","121","80"
"166887","17","220","389","289","201"
"166887","21","1244","2796","973","1333"
"166887","28","1541","3350","1383","1614"
"166887","29","2395","4472","0","0"
"201283","1","406","346","0","0"
"201283","2","159","91","0","0"
"201283","3","247","255","0","0"
"201283","14","406","346","0","0"
"201283","15","282","291","190","190"
"201283","16","62","70","44","44"
"201283","17","220","221","146","146"
"201283","28","282","291","190","190"
"201283","29","688","637","0","0"
"101301","1","403","542","0","0"
"101301","2","117","196","0","0"
"101301","3","286","346","0","0"
"101301","14","403","542","0","0"
"101301","15","128","255","209","126"
"101301","16","36","59","61","31"
"101301","17","92","196","148","95"
"101301","21","13","44","19","19"
"101301","28","141","299","228","145"
"101301","29","544","841","0","0"
"127617","1","54","66","0","0"
"127617","2","28","14","0","0"
"127617","3","26","52","0","0"
"127617","7","8","13","0","0"
"127617","14","62","79","0","0"
"127617","15","22","61","36","27"
"127617","16","13","17","14","10"
"127617","17","9","44","22","17"
"127617","21","79","93","33","57"
"127617","28","101","154","69","84"
"127617","29","163","233","0","0"
"220941","1","81","51","0","0"
"220941","2","10","8","0","0"
"220941","3","29","21","0","0"
"220941","4","16","11","0","0"
"220941","5","13","7","0","0"
"220941","6","13","4","0","0"
"220941","14","81","51","0","0"
"220941","15","38","19","29","19"
"220941","16","5","3","4","3"
"220941","17","33","16","25","16"
"220941","21","0","2","1","1"
"220941","22","0","2","1","1"
"220941","28","38","21","30","20"
"220941","29","119","72","0","0"
"186034","1","500","760","0","0"
"186034","2","181","255","0","0"
"186034","3","319","505","0","0"
"186034","14","500","760","0","0"
"186034","15","691","989","554","554"
"186034","16","273","336","201","201"
"186034","17","418","653","353","353"
"186034","28","691","989","554","554"
"186034","29","1191","1749","0","0"
"240736","1","191","178","0","0"
"240736","2","62","67","0","0"
"240736","3","129","111","0","0"
"240736","14","191","178","0","0"
"240736","15","185","204","128","128"
"240736","16","159","160","105","105"
"240736","17","26","44","23","23"
"240736","28","185","204","128","128"
"240736","29","376","382","0","0"
"110459","7","4","22","0","0"
"110459","9","4","22","0","0"
"110459","11","81","173","0","0"
"110459","12","15","36","0","0"
"110459","13","66","137","0","0"
"110459","14","85","195","0","0"
"110459","21","2","6","1","3"
"110459","23","2","6","1","3"
"110459","25","35","80","7","38"
"110459","26","1","5","0","2"
"110459","27","34","75","7","36"
"110459","28","37","86","8","41"
"110459","29","122","281","0","0"
"162609","1","112","97","0","0"
"162609","2","41","45","0","0"
"162609","3","71","52","0","0"
"162609","7","1","4","0","0"
"162609","14","113","101","0","0"
"162609","15","48","102","25","50"
"162609","16","16","23","5","13"
"162609","17","32","79","20","37"
"162609","21","66","126","19","63"
"162609","28","114","228","44","113"
"162609","29","227","329","0","0"
"241225","1","999","1505","0","0"
"241225","2","199","286","0","0"
"241225","3","347","452","0","0"
"241225","4","270","405","0","0"
"241225","5","110","216","0","0"
"241225","6","73","146","0","0"
"241225","7","17","10","0","0"
"241225","9","17","10","0","0"
"241225","11","21","1","0","0"
"241225","12","2","1","0","0"
"241225","13","19","0","0","0"
"241225","14","1037","1516","0","0"
"241225","15","81","96","59","59"
"241225","16","15","20","12","12"
"241225","17","66","76","47","47"
"241225","21","18","35","17","17"
"241225","23","18","35","17","17"
"241225","25","10","8","6","6"
"241225","26","3","0","1","1"
"241225","27","7","8","5","5"
"241225","28","109","139","82","82"
"241225","29","1146","1655","0","0"
"146603","1","681","1036","0","0"
"146603","2","239","336","0","0"
"146603","3","442","700","0","0"
"146603","14","681","1036","0","0"
"146603","15","1121","1997","924","1029"
"146603","16","340","587","242","306"
"146603","17","781","1410","682","723"
"146603","21","70","100","71","56"
"146603","28","1191","2097","995","1085"
"146603","29","1872","3133","0","0"
"203678","1","290","691","0","0"
"203678","2","212","492","0","0"
"203678","3","78","199","0","0"
"203678","7","20","55","0","0"
"203678","14","310","746","0","0"
"203678","15","224","303","230","174"
"203678","16","36","52","43","29"
"203678","17","188","251","187","145"
"203678","21","99","100","66","66"
"203678","28","323","403","296","240"
"203678","29","633","1149","0","0"
"150996","1","366","441","0","0"
"150996","2","148","188","0","0"
"150996","3","218","253","0","0"
"150996","14","366","441","0","0"
"150996","15","576","516","453","360"
"150996","16","223","232","199","150"
"150996","17","353","284","254","210"
"150996","28","576","516","453","360"
"150996","29","942","957","0","0"
"151023","1","225","291","0","0"
"151023","2","100","160","0","0"
"151023","3","125","131","0","0"
"151023","14","225","291","0","0"
"151023","15","436","458","287","295"
"151023","16","199","269","153","154"
"151023","17","237","189","134","141"
"151023","28","436","458","287","295"
"151023","29","661","749","0","0"
"151014","1","319","265","0","0"
"151014","2","108","91","0","0"
"151014","3","211","174","0","0"
"151014","14","319","265","0","0"
"151014","15","510","428","370","310"
"151014","16","188","220","195","135"
"151014","17","322","208","175","175"
"151014","28","510","428","370","310"
"151014","29","829","693","0","0"
"190628","1","2236","4217","0","0"
"190628","2","713","1318","0","0"
"190628","3","1523","2899","0","0"
"190628","7","24","59","0","0"
"190628","14","2260","4276","0","0"
"190628","15","304","690","149","328"
"190628","16","41","93","21","44"
"190628","17","263","597","128","284"
"190628","21","22","58","11","26"
"190628","28","326","748","160","354"
"190628","29","2586","5024","0","0"
"217615","1","228","307","0","0"
"217615","2","89","136","0","0"
"217615","3","139","171","0","0"
"217615","7","6","7","0","0"
"217615","14","234","314","0","0"
"217615","15","379","215","261","196"
"217615","16","196","76","107","90"
"217615","17","183","139","154","106"
"217615","21","45","55","34","33"
"217615","28","424","270","295","229"
"217615","29","658","584","0","0"
"229504","1","228","377","0","0"
"229504","2","95","153","0","0"
"229504","3","133","224","0","0"
"229504","14","228","377","0","0"
"229504","15","487","589","355","356"
"229504","16","44","91","44","45"
"229504","17","443","498","311","311"
"229504","28","487","589","355","356"
"229504","29","715","966","0","0"
"164243","11","84","11","0","0"
"164243","12","28","6","0","0"
"164243","13","56","5","0","0"
"164243","14","84","11","0","0"
"164243","25","41","25","14","22"
"164243","26","11","9","5","7"
"164243","27","30","16","9","15"
"164243","28","41","25","14","22"
"164243","29","125","36","0","0"
"122250","7","13","0","0","0"
"122250","8","8","0","0","0"
"122250","9","5","0","0","0"
"122250","10","61","0","0","0"
"122250","11","8","0","0","0"
"122250","12","8","0","0","0"
"122250","14","82","0","0","0"
"122250","21","3","3","2","2"
"122250","23","3","3","2","2"
"122250","28","3","3","2","2"
"122250","29","85","3","0","0"
"190646","1","362","755","0","0"
"190646","2","72","150","0","0"
"190646","3","173","382","0","0"
"190646","4","64","121","0","0"
"190646","5","47","93","0","0"
"190646","6","6","9","0","0"
"190646","7","10","6","0","0"
"190646","8","10","6","0","0"
"190646","14","372","761","0","0"
"190646","15","181","848","490","339"
"190646","16","28","61","49","29"
"190646","17","153","787","441","310"
"190646","21","66","198","85","87"
"190646","22","66","198","85","87"
"190646","28","247","1046","575","426"
"190646","29","619","1807","0","0"
"151041","1","364","311","0","0"
"151041","2","109","135","0","0"
"151041","3","255","176","0","0"
"151041","14","364","311","0","0"
"151041","15","356","320","261","223"
"151041","16","163","149","121","103"
"151041","17","193","171","140","120"
"151041","28","356","320","261","223"
"151041","29","720","631","0","0"
"111896","1","127","189","0","0"
"111896","2","29","40","0","0"
"111896","3","98","149","0","0"
"111896","7","12","21","0","0"
"111896","14","139","210","0","0"
"111896","15","934","1136","628","683"
"111896","16","243","244","141","161"
"111896","17","691","892","487","522"
"111896","21","526","492","238","336"
"111896","28","1460","1628","866","1019"
"148511","21","19","35","16","18"
"148511","23","19","35","16","18"
"148511","25","10","156","88","55"
"148511","26","0","26","13","9"
"148511","27","10","130","75","46"
"148511","28","30","203","108","77"
"148511","29","403","753","0","0"
"125392","1","127","69","0","0"
"125392","2","26","17","0","0"
"125392","3","31","20","0","0"
"125392","4","28","23","0","0"
"125392","5","25","4","0","0"
"125392","6","17","5","0","0"
"125392","7","0","1","0","0"
"125392","9","0","1","0","0"
"125392","14","127","70","0","0"
"125392","15","16","6","11","8"
"125392","16","0","2","1","1"
"125392","17","16","4","10","7"
"125392","21","18","19","7","13"
"125392","22","4","13","5","6"
"125392","23","14","6","2","7"
"125392","28","34","25","18","21"
"125392","29","161","95","0","0"
"161192","1","103","195","0","0"
"161192","2","89","145","0","0"
"161192","3","14","50","0","0"
"161192","7","2","1","0","0"
"161192","14","105","196","0","0"
"161192","15","9","19","10","9"
"161192","16","8","17","9","8"
"161192","17","1","2","1","1"
"161192","21","93","140","67","77"
"161192","28","102","159","77","86"
"161192","29","207","355","0","0"
"206631","1","183","273","0","0"
"206631","2","50","147","0","0"
"206631","3","133","126","0","0"
"206631","14","183","273","0","0"
"206631","29","183","273","0","0"
"136172","1","772","902","0","0"
"136172","2","118","134","0","0"
"136172","3","93","90","0","0"
"136172","4","63","74","0","0"
"136172","5","310","347","0","0"
"136172","6","188","257","0","0"
"136172","7","92","151","0","0"
"136172","8","74","116","0","0"
"136172","9","18","35","0","0"
"136172","11","63","100","0","0"
"136172","12","4","4","0","0"
"136172","13","59","96","0","0"
"136172","14","927","1153","0","0"
"136172","15","960","1208","876","716"
"136172","16","39","60","59","33"
"136172","17","921","1148","817","683"
"136172","21","511","1005","462","500"
"136172","22","303","495","240","263"
"136172","23","208","510","222","237"
"136172","25","294","440","263","242"
"136172","26","12","25","16","12"
"136172","27","282","415","247","230"
"136172","28","1765","2653","1601","1458"
"136172","29","2692","3806","0","0"
"110477","11","79","157","0","0"
"110477","12","24","62","0","0"
"110477","13","55","95","0","0"
"110477","14","79","157","0","0"
"110477","25","72","119","63","63"
"110477","26","9","27","12","12"
"110477","27","63","92","51","51"
"110477","28","72","119","63","63"
"110477","29","151","276","0","0"
"128425","1","26","0","0","0"
"128425","2","10","0","0","0"
"128425","4","8","0","0","0"
"128425","5","4","0","0","0"
"128425","6","4","0","0","0"
"128425","11","7","0","0","0"
"128425","13","7","0","0","0"
"128425","14","33","0","0","0"
"128425","21","9","0","3","3"
"128425","23","9","0","3","3"
"128425","28","9","0","3","3"
"128425","29","42","0","0","0"
"180832","1","10","200","0","0"
"180832","2","0","25","0","0"
"180832","3","0","9","0","0"
"180832","4","5","60","0","0"
"180832","5","3","67","0","0"
"180832","6","2","39","0","0"
"180832","14","10","200","0","0"
"180832","15","3","267","129","89"
"180832","16","0","9","4","3"
"180832","17","3","258","125","86"
"180832","28","3","267","129","89"
"180832","29","13","467","0","0"
"147800","1","1039","901","0","0"
"147800","2","300","290","0","0"
"147800","3","739","611","0","0"
"147800","7","1","2","0","0"
"147800","14","1040","903","0","0"
"147800","15","2631","3708","2116","2092"
"147800","16","436","580","342","335"
"147800","17","2195","3128","1774","1757"
"147800","21","835","1430","218","747"
"147800","28","3466","5138","2334","2839"
"147800","29","4506","6041","0","0"
"199838","1","199","367","0","0"
"199838","2","101","188","0","0"
"199838","3","98","179","0","0"
"199838","7","33","8","0","0"
"199838","14","232","375","0","0"
"199838","15","218","356","288","189"
"199838","16","107","93","75","66"
"199838","17","111","263","213","123"
"199838","21","117","306","137","140"
"199838","28","335","662","425","329"
"199838","29","567","1037","0","0"
"217712","1","104","200","0","0"
"217712","2","43","80","0","0"
"217712","3","61","120","0","0"
"217712","7","2","2","0","0"
"217712","14","106","202","0","0"
"217712","15","330","317","259","214"
"217712","16","190","142","129","110"
"217712","17","140","175","130","104"
"217712","21","42","37","28","26"
"217712","28","372","354","287","240"
"217712","29","478","556","0","0"
"222053","1","466","603","0","0"
"222053","2","153","188","0","0"
"222053","3","313","415","0","0"
"222053","7","3","1","0","0"
"222053","14","469","604","0","0"
"222053","15","641","1386","618","669"
"222053","16","263","448","202","235"
"222053","17","378","938","416","434"
"222053","21","10","21","9","10"
"222053","28","651","1407","627","679"
"222053","29","1120","2011","0","0"
"221397","1","780","900","0","0"
"221397","2","253","290","0","0"
