unitid,section,"lstudy",line,efrace15,efrace16
"177135","1","A","7","54","66"
"177135","1","A","8","389","386"
"177135","2","A","15","34","28"
"177135","2","A","16","83","93"
"177135","2","A","17","24","57"
"177135","2","A","21","181","256"
"177135","2","A","22","322","434"
"177135","0","","29","711","820"
"177144","1","A","1","137","193"
"177144","1","A","3","102","138"
"177144","1","A","4","73","137"
"177144","1","A","5","66","96"
"177144","1","A","8","378","564"
"177144","2","A","20","43","82"
"177144","2","A","22","43","82"
"177144","0","","29","421","646"
"177153","1","A","1","1","36"
"177153","1","A","2","4","22"
"177153","1","A","3","1","41"
