unitid,section,"lstudy",line,efrace15,efrace16
"110097","1","A","3","173","257"
"110097","1","A","4","188","270"
"110097","1","A","5","130","160"
"110097","1","A","8","697","1018"
"110097","1","B","9","29","2"
"110097","1","B","10","100","3"
"110097","1","C","11","39","30"
"110097","1","C","12","87","77"
"110097","1","C","13","5","17"
"110097","1","D","14","260","129"
"110097","2","A","15","4","5"
"110097","2","A","16","3","4"
"110097","2","A","17","9","10"
"110097","2","A","18","16","13"
"110097","2","A","19","26","19"
"110097","2","A","20","2","1"
"110097","2","A","22","60","52"
"110097","2","B","23","11","1"
"110097","2","B","24","68","3"
"110097","2","C","25","16","13"
"110097","2","C","26","134","58"
"110097","2","C","27","22","24"
"110097","2","D","28","251","99"
"110097","0","","29","1268","1298"
"110176","1","A","1","24","227"
"110176","1","A","2","6","74"
"110176","1","A","3","26","284"
"110176","1","A","8","56","585"
"110176","0","","29","56","585"
"110185","1","A","6","364","127"
"110185","1","A","8","364","127"
"110185","1","B","9","213","63"
"110185","1","B","10","58","8"
"110185","1","C","11","33","8"
"110185","1","C","12","41","9"
"110185","1","C","13","19","38"
"110185","1","D","14","364","126"
"110185","0","","29","728","253"
"110219","1","A","1","1","19"
"110219","1","A","2","9","96"
"110219","1","A","3","24","265"
"110219","1","A","8","34","380"
"110219","2","A","15","2","13"
"110219","2","A","16","3","50"
"110219","2","A","17","10","105"
"110219","2","A","22","15","168"
"110219","0","","29","49","548"
"110246","1","A","1","334","274"
"110246","1","A","2","951","959"
"110246","1","A","3","148","112"
"110246","1","A","8","1433","1345"
"110246","2","A","15","314","461"
"110246","2","A","16","1237","2022"
"110246","2","A","17","427","559"
"110246","2","A","21","73","57"
"110246","2","A","22","2051","3099"
"110246","0","","29","3484","4444"
"110307","1","C","11","28","81"
"110307","1","C","12","30","110"
"110307","1","D","14","58","191"
"110307","2","C","27","0","2"
"110307","2","D","28","0","2"
"110307","0","","29","58","193"
"110316","1","C","11","39","49"
"110316","1","C","12","61","84"
"110316","1","C","13","10","12"
"110316","1","D","14","110","145"
"110316","2","C","25","13","37"
"110316","2","C","26","64","103"
"110316","2","C","27","13","24"
"110316","2","D","28","90","164"
"110316","0","","29","200","309"
"110334","1","A","1","388","446"
"110334","1","A","2","875","936"
"110334","1","A","3","241","369"
"110334","1","A","8","1504","1751"
"110334","2","A","15","502","582"
"110334","2","A","16","1337","2099"
"110334","2","A","17","1591","2520"
"110334","2","A","21","85","104"
"110334","2","A","22","3515","5305"
"110334","0","","29","5019","7056"
"110361","1","A","1","67","61"
"110361","1","A","2","36","50"
"110361","1","A","3","59","57"
"110361","1","A","4","51","44"
"110361","1","A","5","40","59"
"110361","1","A","6","1","5"
"110361","1","A","8","254","276"
"110361","1","C","11","3","3"
"110361","1","C","13","3","13"
"110361","1","D","14","6","16"
"110361","2","A","15","1","4"
"110361","2","A","16","2","2"
"110361","2","A","17","7","9"
"110361","2","A","18","10","13"
"110361","2","A","19","20","12"
"110361","2","A","20","10","10"
"110361","2","A","22","50","50"
"110361","2","C","25","1","1"
"110361","2","C","27","5","14"
"110361","2","D","28","6","15"
"110361","0","","29","316","357"
"110370","1","A","1","32","39"
"110370","1","A","2","76","63"
"110370","1","A","3","84","115"
"110370","1","A","4","76","115"
"110370","1","A","5","69","93"
"110370","1","A","7","3","6"
"110370","1","A","8","340","431"
"110370","1","C","11","6","18"
"110370","1","C","12","8","22"
"110370","1","D","14","14","40"
"110370","2","A","15","3","1"
"110370","2","A","16","5","7"
"110370","2","A","17","8","23"
"110370","2","A","18","11","22"
"110370","2","A","19","14","45"
"110370","2","A","21","22","59"
"110370","2","A","22","63","157"
"110370","2","C","25","1","2"
"110370","2","C","26","2","7"
"110370","2","D","28","3","9"
"110370","0","","29","420","637"
"110398","1","B","9","279","270"
"110398","1","B","10","409","409"
"110398","1","D","14","688","679"
"110398","0","","29","688","679"
"110404","1","A","1","152","64"
"110404","1","A","3","160","35"
"110404","1","A","4","171","32"
"110404","1","A","5","162","20"
"110404","1","A","8","645","151"
"110404","1","C","11","230","62"
"110404","1","C","12","609","126"
"110404","1","D","14","839","188"
"110404","0","","29","1484","339"
"110413","1","A","1","128","125"
"110413","1","A","2","43","40"
"110413","1","A","3","157","176"
"110413","1","A","4","147","168"
"110413","1","A","5","123","154"
"110413","1","A","7","10","10"
"110413","1","A","8","608","673"
"110413","1","C","11","13","14"
"110413","1","C","12","33","53"
"110413","1","C","13","18","69"
"110413","1","D","14","64","136"
"110413","2","A","16","7","20"
"110413","2","A","17","27","41"
"110413","2","A","18","61","81"
"110413","2","A","19","60","65"
"110413","2","A","21","1","5"
"110413","2","A","22","156","212"
"110413","2","C","25","113","112"
"110413","2","C","26","276","382"
"110413","2","C","27","27","120"
"110413","2","D","28","416","614"
"110413","0","","29","1244","1635"
"110422","1","A","1","966","759"
"110422","1","A","2","838","758"
"110422","1","A","3","1295","1119"
"110422","1","A","4","1670","1219"
"110422","1","A","5","3104","1988"
"110422","1","A","8","7873","5843"
"110422","1","C","11","45","39"
"110422","1","C","12","117","124"
"110422","1","C","13","92","99"
"110422","1","D","14","254","262"
"110422","2","A","15","27","42"
"110422","2","A","16","96","102"
"110422","2","A","17","118","111"
"110422","2","A","18","218","161"
"110422","2","A","19","692","434"
"110422","2","A","22","1151","850"
"110422","2","C","25","21","26"
"110422","2","C","26","113","183"
"110422","2","C","27","55","90"
"110422","2","D","28","189","299"
"110422","0","","29","9467","7254"
"110440","1","C","11","14","36"
"110440","1","C","12","131","144"
"110440","1","D","14","145","180"
"110440","2","C","26","4","10"
"110440","2","C","27","","2"
"110440","2","D","28","4","12"
"110440","0","","29","149","192"
"110459","1","A","7","1","3"
"110459","1","A","8","1","3"
"110459","1","C","11","20","86"
"110459","1","C","12","76","201"
"110459","1","D","14","96","287"
"110459","2","A","21","2","1"
"110459","2","A","22","2","1"
"110459","2","C","25","0","8"
"110459","2","C","26","31","79"
"110459","2","D","28","31","87"
"110459","0","","29","130","378"
"110468","1","A","1","21","33"
"110468","1","A","2","7","3"
"110468","1","A","3","17","30"
"110468","1","A","4","3","5"
"110468","1","A","5","3","4"
"110468","1","A","8","51","75"
"110468","2","A","19","0","3"
"110468","2","A","21","4","15"
"110468","2","A","22","4","18"
"110468","0","","29","55","93"
"110477","1","C","11","36","97"
"110477","1","C","12","80","227"
"110477","1","D","14","116","324"
"110477","2","C","25","1","1"
"110477","2","C","26","15","53"
"110477","2","C","27","1","1"
"110477","2","D","28","17","55"
"110477","0","","29","133","379"
"110486","1","A","1","129","173"
"110486","1","A","2","129","182"
"110486","1","A","3","191","268"
"110486","1","A","4","238","377"
"110486","1","A","5","236","415"
"110486","1","A","8","923","1415"
"110486","1","C","11","14","23"
"110486","1","C","12","61","77"
"110486","1","C","13","108","222"
"110486","1","D","14","183","322"
"110486","2","A","15","12","14"
"110486","2","A","16","74","125"
"110486","2","A","17","69","98"
"110486","2","A","18","115","190"
"110486","2","A","19","189","256"
"110486","2","A","22","459","683"
"110486","2","C","25","17","17"
"110486","2","C","26","126","216"
"110486","2","C","27","144","385"
"110486","2","D","28","287","618"
"110486","0","","29","1852","3038"
"110495","1","A","1","145","183"
"110495","1","A","2","85","129"
"110495","1","A","3","128","193"
"110495","1","A","4","252","411"
"110495","1","A","5","292","366"
"110495","1","A","8","902","1282"
"110495","1","C","11","8","24"
"110495","1","C","12","27","37"
"110495","1","C","13","66","159"
"110495","1","D","14","101","220"
"110495","2","A","15","12","24"
"110495","2","A","16","46","65"
"110495","2","A","17","55","102"
"110495","2","A","18","151","378"
"110495","2","A","19","252","389"
"110495","2","A","22","516","958"
"110495","2","C","25","21","21"
"110495","2","C","26","148","180"
"110495","2","C","27","158","403"
"110495","2","D","28","327","604"
"110495","0","","29","1846","3064"
"110510","1","A","1","351","485"
"110510","1","A","2","224","317"
"110510","1","A","3","420","509"
"110510","1","A","4","547","795"
"110510","1","A","5","598","909"
"110510","1","A","8","2140","3015"
"110510","1","C","11","4","17"
"110510","1","C","12","42","57"
"110510","1","C","13","222","373"
"110510","1","D","14","268","447"
"110510","2","A","15","40","44"
"110510","2","A","16","98","147"
"110510","2","A","17","130","183"
"110510","2","A","18","263","464"
"110510","2","A","19","362","590"
"110510","2","A","22","893","1428"
"110510","2","C","25","4","16"
"110510","2","C","26","143","307"
"110510","2","C","27","632","955"
"110510","2","D","28","779","1278"
"110510","0","","29","4080","6168"
"110529","1","A","1","1100","739"
"110529","1","A","2","817","600"
"110529","1","A","3","1147","926"
"110529","1","A","4","1543","1156"
"110529","1","A","5","2611","1630"
"110529","1","A","8","7218","5051"
"110529","1","C","11","16","11"
"110529","1","C","12","74","74"
"110529","1","C","13","105","201"
"110529","1","D","14","195","286"
"110529","2","A","15","212","162"
"110529","2","A","16","206","148"
"110529","2","A","17","300","208"
"110529","2","A","18","589","484"
"110529","2","A","19","1244","850"
"110529","2","A","22","2551","1852"
"110529","2","C","25","31","26"
"110529","2","C","26","417","358"
"110529","2","C","27","184","338"
"110529","2","D","28","632","722"
"110529","0","","29","10596","7911"
"110538","1","A","1","707","904"
"110538","1","A","2","632","585"
"110538","1","A","3","1028","1141"
"110538","1","A","4","1693","1673"
"110538","1","A","5","2084","1819"
"110538","1","A","8","6144","6122"
"110538","1","C","11","68","54"
"110538","1","C","12","113","114"
"110538","1","C","13","235","421"
"110538","1","D","14","416","589"
"110538","2","A","15","29","21"
"110538","2","A","16","81","73"
"110538","2","A","17","97","105"
"110538","2","A","18","211","218"
"110538","2","A","19","447","401"
"110538","2","A","22","865","818"
"110538","2","C","25","35","28"
"110538","2","C","26","169","228"
"110538","2","C","27","148","285"
"110538","2","D","28","352","541"
"110538","0","","29","7777","8070"
"110547","1","A","1","112","200"
"110547","1","A","2","101","182"
"110547","1","A","3","178","313"
"110547","1","A","4","465","584"
"110547","1","A","5","489","671"
"110547","1","A","8","1345","1950"
"110547","1","C","11","36","54"
"110547","1","C","12","73","148"
"110547","1","C","13","166","322"
"110547","1","D","14","275","524"
"110547","2","A","15","23","32"
"110547","2","A","16","37","78"
"110547","2","A","17","98","147"
"110547","2","A","18","307","550"
"110547","2","A","19","482","629"
"110547","2","A","22","947","1436"
"110547","2","C","25","65","78"
"110547","2","C","26","193","320"
"110547","2","C","27","345","646"
"110547","2","D","28","603","1044"
"110547","0","","29","3170","4954"
"110556","1","A","1","621","797"
"110556","1","A","2","550","591"
"110556","1","A","3","922","1052"
"110556","1","A","4","1470","1612"
"110556","1","A","5","2172","2041"
"110556","1","A","8","5735","6093"
"110556","1","C","11","73","115"
"110556","1","C","12","196","313"
"110556","1","C","13","247","496"
"110556","1","D","14","516","924"
"110556","2","A","15","36","52"
"110556","2","A","16","101","137"
"110556","2","A","17","144","171"
"110556","2","A","18","338","425"
"110556","2","A","19","798","802"
"110556","2","A","22","1417","1587"
"110556","2","C","25","61","61"
"110556","2","C","26","404","571"
"110556","2","C","27","321","532"
"110556","2","D","28","786","1164"
"110556","0","","29","8454","9768"
"110565","1","A","1","868","1083"
"110565","1","A","2","579","787"
"110565","1","A","3","990","1396"
"110565","1","A","4","1473","1819"
"110565","1","A","5","1931","2069"
"110565","1","A","8","5841","7154"
"110565","1","C","11","55","72"
"110565","1","C","12","187","272"
"110565","1","C","13","156","384"
"110565","1","D","14","398","728"
"110565","2","A","15","117","139"
"110565","2","A","16","218","217"
"110565","2","A","17","328","458"
"110565","2","A","18","966","1163"
"110565","2","A","19","1490","1668"
"110565","2","A","22","3119","3645"
"110565","2","C","25","126","129"
"110565","2","C","26","759","954"
"110565","2","C","27","260","475"
"110565","2","D","28","1145","1558"
"110565","0","","29","10503","13085"
"110574","1","A","1","262","464"
"110574","1","A","2","296","423"
"110574","1","A","3","390","606"
"110574","1","A","4","646","1006"
"110574","1","A","5","898","1348"
"110574","1","A","8","2492","3847"
"110574","1","C","11","38","66"
"110574","1","C","12","138","270"
"110574","1","C","13","173","458"
"110574","1","D","14","349","794"
"110574","2","A","15","21","45"
"110574","2","A","16","71","111"
"110574","2","A","17","74","148"
"110574","2","A","18","264","476"
"110574","2","A","19","602","808"
"110574","2","A","22","1032","1588"
"110574","2","C","25","47","60"
"110574","2","C","26","444","700"
"110574","2","C","27","279","539"
"110574","2","D","28","770","1299"
"110574","0","","29","4643","7528"
"110583","1","A","1","971","1315"
"110583","1","A","2","855","1183"
"110583","1","A","3","1208","1591"
"110583","1","A","4","2103","2352"
"110583","1","A","5","2546","2710"
"110583","1","A","8","7683","9151"
"110583","1","C","11","100","137"
"110583","1","C","12","281","440"
"110583","1","C","13","214","514"
"110583","1","D","14","595","1091"
"110583","2","A","15","218","246"
"110583","2","A","16","254","309"
"110583","2","A","17","367","538"
"110583","2","A","18","1246","1359"
"110583","2","A","19","1892","1833"
"110583","2","A","22","3977","4285"
"110583","2","C","25","276","211"
"110583","2","C","26","1089","1053"
"110583","2","C","27","451","803"
"110583","2","D","28","1816","2067"
"110583","0","","29","14071","16594"
"110592","1","A","1","514","841"
"110592","1","A","2","430","667"
"110592","1","A","3","595","827"
"110592","1","A","4","920","1179"
"110592","1","A","5","1245","1500"
"110592","1","A","8","3704","5014"
"110592","1","C","11","29","53"
"110592","1","C","12","191","298"
"110592","1","C","13","241","393"
"110592","1","D","14","461","744"
"110592","2","A","15","47","43"
"110592","2","A","16","225","325"
"110592","2","A","17","240","302"
"110592","2","A","18","582","792"
"110592","2","A","19","1166","1331"
"110592","2","A","22","2260","2793"
"110592","2","C","25","87","93"
"110592","2","C","26","701","1036"
"110592","2","C","27","586","993"
"110592","2","D","28","1374","2122"
"110592","0","","29","7799","10673"
"110608","1","A","1","1141","1378"
"110608","1","A","2","832","1011"
"110608","1","A","3","1063","1342"
"110608","1","A","4","1645","2175"
"110608","1","A","5","2332","2729"
"110608","1","A","8","7013","8635"
"110608","1","C","11","75","133"
"110608","1","C","12","203","403"
"110608","1","C","13","241","599"
"110608","1","D","14","519","1135"
"110608","2","A","15","181","201"
"110608","2","A","16","254","265"
"110608","2","A","17","359","422"
"110608","2","A","18","860","1176"
"110608","2","A","19","1557","1921"
"110608","2","A","22","3211","3985"
"110608","2","C","25","166","140"
"110608","2","C","26","844","1112"
"110608","2","C","27","534","1310"
"110608","2","D","28","1544","2562"
"110608","0","","29","12287","16317"
"110617","1","A","1","512","706"
"110617","1","A","2","617","829"
"110617","1","A","3","631","814"
"110617","1","A","4","2075","2663"
"110617","1","A","5","2398","2445"
"110617","1","A","8","6233","7457"
"110617","1","C","11","99","146"
"110617","1","C","12","276","544"
"110617","1","C","13","295","617"
"110617","1","D","14","670","1307"
"110617","2","A","15","53","58"
"110617","2","A","16","107","143"
"110617","2","A","17","141","195"
"110617","2","A","18","633","1008"
"110617","2","A","19","1135","1321"
"110617","2","A","22","2069","2725"
"110617","2","C","25","77","123"
"110617","2","C","26","557","837"
"110617","2","C","27","460","822"
"110617","2","D","28","1094","1782"
"110617","0","","29","10066","13271"
"110635","1","A","1","1551","1300"
"110635","1","A","2","741","689"
"110635","1","A","3","2285","2101"
"110635","1","A","4","2703","2554"
"110635","1","A","5","2527","2120"
"110635","1","A","8","9807","8764"
"110635","1","B","9","168","135"
"110635","1","B","10","368","332"
"110635","1","C","11","1126","816"
"110635","1","C","12","2945","1729"
"110635","1","C","13","17","54"
"110635","1","D","14","4624","3066"
"110635","2","A","15","155","136"
"110635","2","A","16","65","65"
"110635","2","A","17","152","136"
"110635","2","A","18","210","226"
"110635","2","A","19","596","530"
"110635","2","A","22","1178","1093"
"110635","2","C","25","109","82"
"110635","2","C","26","519","426"
"110635","2","C","27","1","5"
"110635","2","D","28","629","513"
"110635","0","","29","16238","13436"
"110644","1","A","1","1080","1228"
"110644","1","A","2","902","1056"
"110644","1","A","3","1744","1940"
"110644","1","A","4","1684","1820"
"110644","1","A","5","1600","1614"
"110644","1","A","8","7010","7658"
"110644","1","B","9","170","197"
"110644","1","B","10","434","503"
"110644","1","C","11","623","373"
"110644","1","C","12","1412","806"
"110644","1","C","13","28","60"
"110644","1","D","14","2667","1939"
"110644","2","A","15","337","336"
"110644","2","A","16","74","50"
"110644","2","A","17","114","82"
"110644","2","A","18","121","133"
"110644","2","A","19","236","242"
"110644","2","A","22","882","843"
"110644","2","C","25","57","34"
"110644","2","C","26","154","140"
"110644","2","C","27","3","1"
"110644","2","D","28","214","175"
"110644","0","","29","10773","10615"
"110653","1","A","1","952","1025"
"110653","1","A","2","605","747"
"110653","1","A","3","1228","1392"
"110653","1","A","4","1316","1476"
"110653","1","A","5","1382","1269"
"110653","1","A","8","5483","5909"
"110653","1","B","9","42","26"
"110653","1","B","10","168","105"
"110653","1","C","11","408","232"
"110653","1","C","12","889","510"
"110653","1","C","13","22","135"
"110653","1","D","14","1529","1008"
"110653","2","A","15","53","57"
"110653","2","A","16","38","32"
"110653","2","A","17","68","63"
"110653","2","A","18","90","102"
"110653","2","A","19","238","210"
"110653","2","A","22","487","464"
"110653","2","C","25","36","21"
"110653","2","C","26","93","38"
"110653","2","C","27","1","5"
"110653","2","D","28","130","64"
"110653","0","","29","7629","7445"
"110662","1","A","1","1515","1610"
"110662","1","A","2","842","899"
"110662","1","A","3","2273","2408"
"110662","1","A","4","3064","3333"
"110662","1","A","5","2589","2851"
"110662","1","A","8","10283","11101"
"110662","1","B","9","269","169"
"110662","1","B","10","716","572"
"110662","1","C","11","1385","1080"
"110662","1","C","12","3448","2350"
"110662","1","C","13","11","33"
"110662","1","D","14","5829","4204"
"110662","2","A","15","454","417"
"110662","2","A","16","79","77"
"110662","2","A","17","141","101"
"110662","2","A","18","195","201"
"110662","2","A","19","312","266"
"110662","2","A","22","1181","1062"
"110662","2","C","25","113","202"
"110662","2","C","26","425","592"
"110662","2","C","27","0","1"
"110662","2","D","28","538","795"
"110662","0","","29","17831","17162"
"110671","1","A","1","465","542"
"110671","1","A","2","386","482"
"110671","1","A","3","714","747"
"110671","1","A","4","654","710"
"110671","1","A","5","406","467"
"110671","1","A","8","2625","2948"
"110671","1","B","9","14","12"
"110671","1","B","10","13","11"
"110671","1","C","11","100","103"
"110671","1","C","12","392","315"
"110671","1","C","13","24","80"
"110671","1","D","14","543","521"
"110671","2","A","15","305","444"
"110671","2","A","16","11","19"
"110671","2","A","17","11","15"
"110671","2","A","18","20","28"
"110671","2","A","19","40","41"
"110671","2","A","22","387","547"
"110671","2","C","25","13","12"
"110671","2","C","26","62","63"
"110671","2","C","27","20","33"
"110671","2","D","28","95","108"
"110671","0","","29","3650","4124"
"110680","1","A","1","1119","1132"
"110680","1","A","2","548","469"
"110680","1","A","3","1516","1425"
"110680","1","A","4","1548","1377"
"110680","1","A","5","1995","1490"
"110680","1","A","8","6726","5893"
"110680","1","B","9","80","43"
"110680","1","B","10","267","126"
"110680","1","C","11","434","254"
"110680","1","C","12","1186","571"
"110680","1","C","13","16","39"
"110680","1","D","14","1983","1033"
"110680","2","A","15","141","181"
"110680","2","A","16","14","18"
"110680","2","A","17","33","36"
"110680","2","A","18","71","57"
"110680","2","A","19","197","166"
"110680","2","A","22","456","458"
"110680","2","C","25","33","27"
"110680","2","C","26","67","19"
"110680","2","C","27","4","1"
"110680","2","D","28","104","47"
"110680","0","","29","9269","7431"
"110699","1","A","4","2","37"
"110699","1","A","5","11","43"
"110699","1","A","8","13","80"
"110699","1","B","9","177","200"
"110699","1","B","10","519","575"
"110699","1","C","11","256","430"
"110699","1","C","12","673","788"
"110699","1","D","14","1625","1993"
"110699","0","","29","1638","2073"
"110705","1","A","1","1413","1546"
"110705","1","A","2","827","791"
"110705","1","A","3","1540","1613"
"110705","1","A","4","2068","2127"
"110705","1","A","5","1695","1856"
"110705","1","A","8","7543","7933"
"110705","1","C","11","324","187"
"110705","1","C","12","673","396"
"110705","1","C","13","20","76"
"110705","1","D","14","1017","659"
"110705","2","A","15","16","20"
"110705","2","A","16","19","17"
"110705","2","A","17","49","32"
"110705","2","A","18","69","109"
"110705","2","A","19","163","173"
"110705","2","A","22","316","351"
"110705","2","C","25","34","25"
"110705","2","C","26","181","128"
"110705","2","C","27","1","5"
"110705","2","D","28","216","158"
"110705","0","","29","9092","9101"
"110714","1","A","1","696","979"
"110714","1","A","2","240","271"
"110714","1","A","3","856","1028"
"110714","1","A","4","957","1159"
"110714","1","A","5","717","839"
"110714","1","A","8","3466","4276"
"110714","1","C","11","139","114"
"110714","1","C","12","243","162"
"110714","1","C","13","27","70"
"110714","1","D","14","409","346"
"110714","2","A","15","25","30"
"110714","2","A","16","7","11"
"110714","2","A","17","19","33"
"110714","2","A","18","51","82"
"110714","2","A","19","164","179"
"110714","2","A","22","266","335"
"110714","2","C","25","4","1"
"110714","2","C","26","7","9"
"110714","2","C","27","2","16"
"110714","2","D","28","13","26"
"110714","0","","29","4154","4983"
"110778","1","C","11","10","33"
"110778","1","C","12","28","66"
"110778","1","D","14","38","99"
"110778","0","","29","38","99"
"110787","1","A","1","12","0"
"110787","1","A","2","1","0"
"110787","1","A","7","3","0"
"110787","1","A","8","16","0"
"110787","0","","29","16","0"
"110857","2","A","15","0","17"
"110857","2","A","16","1","0"
"110857","2","A","17","0","27"
"110857","2","A","22","1","44"
"110857","0","","29","1","44"
"110918","1","B","9","1","2"
"110918","1","B","10","6","2"
"110918","1","C","11","2","2"
"110918","1","C","12","3","3"
"110918","1","D","14","12","9"
"110918","2","B","23","2","1"
"110918","2","B","24","4","2"
"110918","2","C","25","1","1"
"110918","2","C","26","2","1"
"110918","2","C","27","3","3"
"110918","2","D","28","12","8"
"110918","0","","29","24","17"
"110927","1","B","9","18","3"
"110927","1","B","10","0","1"
"110927","1","C","11","51","21"
"110927","1","C","12","4","3"
"110927","1","D","14","73","28"
"110927","2","B","23","2","0"
"110927","2","B","24","0","1"
"110927","2","C","25","11","3"
"110927","2","C","26","5","1"
"110927","2","D","28","18","5"
"110927","0","","29","91","33"
"110936","1","A","1","55","0"
"110936","1","A","2","5","0"
"110936","1","A","3","79","0"
"110936","1","A","4","47","0"
"110936","1","A","5","55","0"
"110936","1","A","8","241","0"
"110936","1","B","9","12","0"
"110936","1","B","10","9","0"
"110936","1","C","11","19","0"
"110936","1","C","12","121","0"
"110936","1","D","14","161","0"
"110936","2","C","26","5","0"
"110936","2","D","28","5","0"
"110936","0","","29","407","0"
"110945","1","A","1","706","927"
"110945","1","A","2","99","175"
"110945","1","A","3","439","487"
"110945","1","A","7","87","349"
"110945","1","A","8","1331","1938"
"110945","2","A","16","33","83"
"110945","2","A","21","7","37"
"110945","2","A","22","40","120"
"110945","0","","29","1371","2058"
"110981","1","B","9","275","99"
"110981","1","C","11","40","13"
"110981","1","D","14","315","112"
"110981","2","B","23","1","1"
"110981","2","D","28","1","1"
"110981","0","","29","316","113"
"111027","1","A","1","9","1"
"111027","1","A","2","15","5"
"111027","1","A","3","8","3"
"111027","1","A","4","15","2"
"111027","1","A","5","10","1"
"111027","1","A","8","57","12"
"111027","2","A","15","2","5"
"111027","2","A","16","1","13"
"111027","2","A","17","0","2"
"111027","2","A","18","2","1"
"111027","2","A","19","2","2"
"111027","2","A","22","7","23"
"111027","0","","29","64","35"
"111036","1","C","11","38","49"
"111036","1","C","12","59","84"
"111036","1","C","13","10","12"
"111036","1","D","14","107","145"
"111036","2","C","25","13","37"
"111036","2","C","26","62","103"
"111036","2","C","27","13","24"
"111036","2","D","28","88","164"
"111036","0","","29","195","309"
"111045","1","B","9","18","3"
"111045","1","B","10","0","1"
"111045","1","C","11","51","21"
"111045","1","C","12","4","3"
"111045","1","D","14","73","28"
"111045","2","B","23","2","0"
"111045","2","B","24","0","1"
"111045","2","C","25","11","3"
"111045","2","C","26","5","1"
"111045","2","D","28","18","5"
"111045","0","","29","91","33"
"111081","1","A","1","67","44"
"111081","1","A","2","78","37"
"111081","1","A","3","99","68"
"111081","1","A","4","78","69"
"111081","1","A","5","71","44"
"111081","1","A","8","393","262"
"111081","1","C","11","92","49"
"111081","1","C","12","82","67"
"111081","1","D","14","174","116"
"111081","2","A","17","","2"
"111081","2","A","19","3","1"
"111081","2","A","22","3","3"
"111081","2","C","25","1","2"
"111081","2","C","26","1",""
"111081","2","D","28","2","2"
"111081","0","","29","572","383"
"111179","1","A","1","1","1"
"111179","1","A","3","1",""
"111179","1","A","4","1","2"
"111179","1","A","5","4","1"
"111179","1","A","8","7","4"
"111179","1","C","11","21","8"
"111179","1","D","14","21","8"
"111179","2","A","20","","1"
"111179","2","A","22","","1"
"111179","0","","29","28","13"
"111188","1","A","1","68","18"
"111188","1","A","2","54","6"
"111188","1","A","3","76","15"
"111188","1","A","4","82","5"
"111188","1","A","5","79","7"
"111188","1","A","8","359","51"
"111188","0","","29","359","51"
"111221","1","B","9","19",""
"111221","1","B","10","98",""
"111221","1","D","14","117","0"
"111221","2","C","25","23","21"
"111221","2","C","26","58","161"
"111221","2","D","28","81","182"
"111221","0","","29","198","182"
"111276","1","A","1","2","35"
"111276","1","A","2","3","38"
"111276","1","A","3","9","211"
"111276","1","A","8","14","284"
"111276","2","A","15","4","66"
"111276","2","A","16","0","31"
"111276","2","A","17","3","74"
"111276","2","A","22","7","171"
"111276","0","","29","21","455"
"111337","1","B","9","1",""
"111337","1","B","10","5",""
"111337","1","C","11","2","1"
"111337","1","C","12","1","1"
"111337","1","D","14","9","2"
"111337","2","B","23","2",""
"111337","2","B","24","1",""
"111337","2","C","25","4","1"
"111337","2","C","26","14","1"
"111337","2","D","28","21","2"
"111337","0","","29","30","4"
"111391","1","A","3","1","0"
"111391","1","A","5","2","0"
"111391","1","A","8","3","0"
"111391","0","","29","3","0"
"111425","1","A","2","3",""
"111425","1","A","4","3",""
"111425","1","A","8","6","0"
"111425","2","A","15","5","0"
"111425","2","A","16","16","45"
"111425","2","A","18","13","0"
"111425","2","A","22","34","45"
"111425","0","","29","40","45"
"111434","1","A","1","225","312"
"111434","1","A","2","208","291"
"111434","1","A","3","161","241"
"111434","1","A","8","594","844"
"111434","2","A","15","721","1497"
"111434","2","A","16","708","1898"
"111434","2","A","17","380","918"
"111434","2","A","21","11","15"
"111434","2","A","22","1820","4328"
"111434","0","","29","2414","5172"
"111443","1","A","2","2","1"
"111443","1","A","3","","6"
"111443","1","A","8","2","7"
"111443","0","","29","2","7"
"111461","1","A","1","223","247"
"111461","1","A","2","274","311"
"111461","1","A","3","159","200"
"111461","1","A","8","656","758"
"111461","2","A","15","304","392"
"111461","2","A","16","644","991"
"111461","2","A","17","402","611"
"111461","2","A","21","23","34"
"111461","2","A","22","1373","2028"
"111461","0","","29","2029","2786"
"111489","1","A","1","70","50"
"111489","1","A","2","21","5"
"111489","1","A","3","50","47"
"111489","1","A","7","4","0"
"111489","1","A","8","145","102"
"111489","2","A","15","16","37"
"111489","2","A","16","11","48"
"111489","2","A","17","14","13"
"111489","2","A","21","14","0"
"111489","2","A","22","55","98"
"111489","0","","29","200","200"
"111595","2","A","16","3","2"
"111595","2","A","22","3","2"
"111595","0","","29","3","2"
"111647","1","A","6","5","4"
"111647","1","A","8","5","4"
"111647","1","C","11","7","2"
"111647","1","C","12","12","5"
"111647","1","D","14","19","7"
"111647","2","A","20","10","6"
"111647","2","A","22","10","6"
"111647","2","C","25","4","2"
"111647","2","C","26","9","3"
"111647","2","C","27","1","0"
"111647","2","D","28","14","5"
"111647","0","","29","48","22"
"111814","1","C","11","1",""
"111814","1","C","12","1",""
"111814","1","D","14","2",""
"111814","2","C","25","2","10"
"111814","2","C","26","10","22"
"111814","2","C","27","","1"
"111814","2","D","28","12","33"
"111814","0","","29","14","33"
"111887","1","A","1","421","564"
"111887","1","A","2","783","840"
"111887","1","A","3","595","636"
"111887","1","A","8","1799","2040"
"111887","2","A","15","1071","1378"
"111887","2","A","16","2214","3055"
"111887","2","A","17","1843","2360"
"111887","2","A","21","58","68"
